rank,source_file,prob,site,max_bout_all,bout_dur_all,n_seg_all,max_bout,n_nontype1_total,n_distinct_nontype1,aci,duty_cycle,peak_rate,orig_path
1537,shuanghe_2023-05-19-birdnet-05_36_07,0.0536111682796817,shuanghe,13.0,4.414663333333333,68.0,1.0,1.0,1.0,372.9368286132813,0.1503599040255931,32.3581560283688,inputs/shuanghe_2023-05-19-birdnet-05_36_07.mp3
1538,liangzhuang_2023-05-25-birdnet-17_23_00,0.0536098794796799,liangzhuang,8.0,3.402663333333333,57.0,2.0,0.0,0.0,374.3811645507813,0.1508930951746201,32.46466431095406,inputs/liangzhuang_2023-05-25-birdnet-17_23_00.mp3
1539,shuanghe_2023-05-22-birdnet-06_24_25,0.0536075041584955,shuanghe,13.0,5.994663333333335,45.0,1.0,0.0,0.0,357.66162109375,0.1826179685417222,26.094890510948904,inputs/shuanghe_2023-05-22-birdnet-06_24_25.mp3
1540,liangzhuang_2023-06-16-birdnet-05_41_16,0.0536009985734215,liangzhuang,18.0,6.5426633333333335,59.0,2.0,2.0,1.0,356.6557922363281,0.1093041855505198,26.82926829268293,inputs/liangzhuang_2023-06-16-birdnet-05_41_16.mp3
1541,liangzhuang_2024-05-22-birdnet-18_12_33,0.0536008410507519,liangzhuang,42.0,15.609330000000002,57.0,1.0,0.0,0.0,390.1812133789063,0.2050119968008531,38.19895968790637,inputs/liangzhuang_2024-05-22-birdnet-18_12_33.mp3
1542,liujiaxia_2023-06-05-birdnet-08_04_29,0.0535894175981373,liujiaxia,45.0,21.35866333333333,60.0,1.0,0.0,0.0,348.27020263671875,0.2655291922154092,20.20582329317269,inputs/liujiaxia_2023-06-05-birdnet-08_04_29.mp3
1543,yongxing_2024-05-09-birdnet-13_10_33,0.0535863922810996,yongxing,14.0,4.902663333333332,52.0,4.0,1.0,1.0,381.77734375,0.1663556384964009,38.26121794871795,inputs/yongxing_2024-05-09-birdnet-13_10_33.mp3
1544,yongxing_2024-05-16-birdnet-04_18_40,0.0535861478938371,yongxing,5.0,1.7093300000000011,46.0,1.0,1.0,1.0,361.6614379882813,0.1063716342308717,39.47368421052632,inputs/yongxing_2024-05-16-birdnet-04_18_40.mp3
1545,shuanghe_2023-06-16-birdnet-13_05_00,0.053569971101534,shuanghe,14.0,5.193330000000003,66.0,2.0,3.0,1.0,379.3271484375,0.1556918155158624,31.89212328767124,inputs/shuanghe_2023-06-16-birdnet-13_05_00.mp3
1546,minqin_2024-05-20-birdnet-09_21_44,0.0535643335687459,minqin,13.0,5.390663333333336,65.0,2.0,0.0,0.0,374.92877197265625,0.1719541455611836,37.5968992248062,inputs/minqin_2024-05-20-birdnet-09_21_44.mp3
1547,liangzhuang_2023-05-27-birdnet-09_05_38,0.0535515553794246,liangzhuang,18.0,5.3039966666666665,57.0,2.0,4.0,1.0,348.27911376953125,0.1383631031724873,35.886319845857415,inputs/liangzhuang_2023-05-27-birdnet-09_05_38.mp3
1548,guanyinya_2023-06-13-birdnet-11_12_28,0.0535509114870871,guanyinya,14.0,5.017329999999999,61.0,12.0,1.0,1.0,362.0325317382813,0.1695547853905625,27.90880503144654,inputs/guanyinya_2023-06-13-birdnet-11_12_28.mp3
1549,yongxing_2024-05-19-birdnet-01_03_53,0.0535487895903031,yongxing,9.0,4.506663333333334,52.0,1.0,0.0,0.0,398.5154418945313,0.1783524393495068,23.91629297458893,inputs/yongxing_2024-05-19-birdnet-01_03_53.mp3
1550,liujiaxia_2024-06-26-birdnet-05_57_34,0.0535439603287581,liujiaxia,7.0,3.6746633333333385,53.0,1.0,0.0,0.0,344.3009033203125,0.2042122100773127,16.80809399477807,inputs/liujiaxia_2024-06-26-birdnet-05_57_34.mp3
1551,liangzhuang_2024-06-14-birdnet-11_14_06,0.0535429191966525,liangzhuang,7.0,2.24133,68.0,2.0,2.0,1.0,353.50274658203125,0.1018395094641429,33.04973821989529,inputs/liangzhuang_2024-06-14-birdnet-11_14_06.mp3
1552,yongxing_2024-05-18-birdnet-08_18_44,0.0535426978320936,yongxing,7.0,2.993330000000004,63.0,1.0,2.0,2.0,367.51849365234375,0.0818448413756331,46.00977198697069,inputs/yongxing_2024-05-18-birdnet-08_18_44.mp3
1553,liangzhuang_2023-06-17-birdnet-15_15_22,0.0535375636126984,liangzhuang,12.0,4.147996666666668,72.0,1.0,1.0,1.0,368.084228515625,0.1471607571314316,33.74094202898551,inputs/liangzhuang_2023-06-17-birdnet-15_15_22.mp3
1554,liujiaxia_2024-04-21-birdnet-10_33_51,0.0535306899558678,liujiaxia,7.0,2.0613300000000008,55.0,3.0,0.0,0.0,370.76068115234375,0.1229005598507064,43.65509761388286,inputs/liujiaxia_2024-04-21-birdnet-10_33_51.mp3
1555,minqin_2024-05-21-birdnet-06_03_55,0.0535251465113609,minqin,10.0,3.0986633333333344,56.0,4.0,0.0,0.0,380.5537109375,0.1234337509997334,27.80777537796976,inputs/minqin_2024-05-21-birdnet-06_03_55.mp3
1556,yongxing_2023-05-17-birdnet-15_36_54,0.0535096116093573,yongxing,12.0,4.39999666666667,66.0,1.0,1.0,1.0,358.3919677734375,0.1458277792588643,24.22303473491773,inputs/yongxing_2023-05-17-birdnet-15_36_54.mp3
1557,minqin_2023-07-16-birdnet-05_45_19,0.0535035813026568,minqin,16.0,6.93199666666667,53.0,1.0,0.0,0.0,365.3023681640625,0.0919754732071447,53.2608695652174,inputs/minqin_2023-07-16-birdnet-05_45_19.mp3
1558,liangzhuang_2023-06-17-birdnet-12_41_51,0.0535030110566052,liangzhuang,19.0,5.511996666666668,73.0,1.0,0.0,0.0,391.8649291992188,0.1588909624100239,37.96140939597316,inputs/liangzhuang_2023-06-17-birdnet-12_41_51.mp3
1559,liujiaxia_2024-04-22-birdnet-07_28_40,0.0535022790213307,liujiaxia,10.0,3.865330000000004,65.0,2.0,0.0,0.0,379.2790222167969,0.1319648093841642,44.94949494949495,inputs/liujiaxia_2024-04-22-birdnet-07_28_40.mp3
1560,liujiaxia_2024-04-21-birdnet-18_59_29,0.0534943075772296,liujiaxia,11.0,3.931996666666668,50.0,1.0,0.0,0.0,387.781494140625,0.1567581978139162,34.43877551020408,inputs/liujiaxia_2024-04-21-birdnet-18_59_29.mp3
1561,liangzhuang_2023-05-26-birdnet-08_53_03,0.0534919539944897,liangzhuang,13.0,5.130663333333335,43.0,3.0,0.0,0.0,353.3074951171875,0.219941348973607,25.151515151515152,inputs/liangzhuang_2023-05-26-birdnet-08_53_03.mp3
1562,liangzhuang_2023-05-27-birdnet-14_02_39,0.0534786880899648,liangzhuang,7.0,2.338663333333334,56.0,2.0,0.0,0.0,359.2912902832031,0.1487603305785124,24.641577060931898,inputs/liangzhuang_2023-05-27-birdnet-14_02_39.mp3
1563,yongxing_2023-05-19-birdnet-09_09_46,0.0534764272398988,yongxing,12.0,4.142663333333333,68.0,2.0,3.0,1.0,393.5823364257813,0.1170354572114102,40.148063781321184,inputs/yongxing_2023-05-19-birdnet-09_09_46.mp3
1564,yongxing_2023-06-04-birdnet-05_50_41,0.0534744327338254,yongxing,16.0,7.141329999999999,61.0,2.0,0.0,0.0,352.3193664550781,0.184217541988803,23.69753979739508,inputs/yongxing_2023-06-04-birdnet-05_50_41.mp3
1565,liangzhuang_2024-05-21-birdnet-20_35_15,0.0534737977061648,liangzhuang,6.0,1.98933,55.0,1.0,2.0,2.0,343.9148864746094,0.1290322580645161,29.183884297520663,inputs/liangzhuang_2024-05-21-birdnet-20_35_15.mp3
1566,liangzhuang_2023-06-05-birdnet-09_47_32,0.0534647732028747,liangzhuang,9.0,4.122663333333334,53.0,2.0,4.0,1.0,362.9128112792969,0.1292988536390296,31.443298969072167,inputs/liangzhuang_2023-06-05-birdnet-09_47_32.mp3
1567,yongxing_2024-05-03-birdnet-16_40_24,0.0534614695954344,yongxing,7.0,2.790663333333331,57.0,1.0,1.0,1.0,376.3302612304688,0.1442282058117835,40.896487985212566,inputs/yongxing_2024-05-03-birdnet-16_40_24.mp3
1568,liujiaxia_2023-05-22-birdnet-16_08_14,0.0534588891187405,liujiaxia,15.0,4.277330000000003,76.0,4.0,0.0,0.0,369.01318359375,0.0967741935483871,67.4931129476584,inputs/liujiaxia_2023-05-22-birdnet-16_08_14.mp3
1569,minqin_2023-07-15-birdnet-09_41_39,0.0534527961717462,minqin,13.0,4.046663333333335,54.0,2.0,0.0,0.0,412.7882080078125,0.1663556384964009,31.650641025641026,inputs/minqin_2023-07-15-birdnet-09_41_39.mp3
1570,yongxing_2024-05-18-birdnet-09_28_15,0.0534477137342539,yongxing,13.0,4.285329999999998,71.0,1.0,0.0,0.0,372.59027099609375,0.1476939482804585,33.16787003610108,inputs/yongxing_2024-05-18-birdnet-09_28_15.mp3
1571,liujiaxia_2024-05-02-birdnet-00_42_18,0.0534429230908107,liujiaxia,8.0,2.799996666666665,49.0,1.0,0.0,0.0,397.0237426757813,0.1162356704878699,56.19266055045872,inputs/liujiaxia_2024-05-02-birdnet-00_42_18.mp3
1572,liangzhuang_2023-06-18-birdnet-09_57_32,0.0534262225116992,liangzhuang,11.0,4.09333,58.0,2.0,0.0,0.0,357.81475830078125,0.1394294854705411,51.86424474187381,inputs/liangzhuang_2023-06-18-birdnet-09_57_32.mp3
1573,liangzhuang_2023-05-26-birdnet-13_35_34,0.053426210465639,liangzhuang,9.0,3.5373300000000008,55.0,5.0,1.0,1.0,367.16021728515625,0.2084777392695281,26.37468030690537,inputs/liangzhuang_2023-05-26-birdnet-13_35_34.mp3
1574,liangzhuang_2024-05-23-birdnet-15_45_14,0.0534192595061455,liangzhuang,10.0,4.730663333333332,57.0,5.0,1.0,1.0,370.4815368652344,0.1071714209544121,42.288557213930346,inputs/liangzhuang_2024-05-23-birdnet-15_45_14.mp3
1575,liangzhuang_2023-05-26-birdnet-07_06_03,0.0534076954856997,liangzhuang,20.0,6.533329999999999,73.0,1.0,0.0,0.0,352.261474609375,0.1490269261530258,28.175313059033986,inputs/liangzhuang_2023-05-26-birdnet-07_06_03.mp3
1576,liujiaxia_2023-05-22-birdnet-11_34_42,0.0534051215709754,liujiaxia,9.0,2.849330000000005,56.0,2.0,0.0,0.0,410.6118469238281,0.1292988536390296,52.31958762886598,inputs/liujiaxia_2023-05-22-birdnet-11_34_42.mp3
1577,guanyinya_2023-06-13-birdnet-16_06_00,0.0533995592063918,guanyinya,63.0,22.138663333333334,78.0,6.0,0.0,0.0,373.6541748046875,0.1866169021594241,30.357142857142858,inputs/guanyinya_2023-06-13-birdnet-16_06_00.mp3
1578,yongxing_2024-05-01-birdnet-21_09_32,0.0533973273572826,yongxing,10.0,4.263996666666667,53.0,2.0,4.0,1.0,362.1116943359375,0.1356971474273527,39.53831041257367,inputs/yongxing_2024-05-01-birdnet-21_09_32.mp3
1579,liujiaxia_2023-07-07-birdnet-16_38_18,0.0533872793586239,liujiaxia,18.0,6.937330000000003,56.0,1.0,0.0,0.0,373.0526123046875,0.1135697147427352,34.03755868544601,inputs/liujiaxia_2023-07-07-birdnet-16_38_18.mp3
1580,yongxing_2023-05-27-birdnet-14_12_07,0.053386627545303,yongxing,14.0,4.06133,71.0,1.0,0.0,0.0,365.448974609375,0.1165022660623833,42.90617848970252,inputs/yongxing_2023-05-27-birdnet-14_12_07.mp3
1581,yongxing_2024-04-21-birdnet-05_31_43,0.0533808302334688,yongxing,10.0,3.731996666666667,58.0,3.0,15.0,1.0,372.9869995117188,0.1010397227406025,54.41952506596306,inputs/yongxing_2024-04-21-birdnet-05_31_43.mp3
1582,liangzhuang_2023-06-05-birdnet-09_35_32,0.053379989974567,liangzhuang,9.0,2.665330000000001,55.0,2.0,5.0,2.0,353.2323303222656,0.1847507331378299,30.303030303030305,inputs/liangzhuang_2023-06-05-birdnet-09_35_32.mp3
1583,liangzhuang_2023-05-26-birdnet-07_29_03,0.0533798775699538,liangzhuang,10.0,2.714663333333333,52.0,2.0,2.0,2.0,350.6873779296875,0.0997067448680351,42.44652406417112,inputs/liangzhuang_2023-05-26-birdnet-07_29_03.mp3
1584,guanyinya_2023-06-16-birdnet-16_37_12,0.0533760833407216,guanyinya,14.0,6.394663333333334,26.0,2.0,0.0,0.0,366.7369384765625,0.1394294854705411,48.040152963671126,inputs/guanyinya_2023-06-16-birdnet-16_37_12.mp3
1585,liangzhuang_2023-05-25-birdnet-16_56_30,0.0533745492441455,liangzhuang,16.0,6.327996666666667,70.0,3.0,0.0,0.0,383.3276672363281,0.1818181818181818,24.9266862170088,inputs/liangzhuang_2023-05-25-birdnet-16_56_30.mp3
1586,liangzhuang_2024-04-20-birdnet-09_41_03,0.0533444895961609,liangzhuang,8.0,4.777329999999999,35.0,2.0,5.0,1.0,377.3495788574219,0.122633964276193,44.02173913043478,inputs/liangzhuang_2024-04-20-birdnet-09_41_03.mp3
1587,liujiaxia_2023-07-12-birdnet-13_13_30,0.0533438993137396,liujiaxia,11.0,4.429329999999999,29.0,8.0,1.0,1.0,414.4056396484375,0.2857904558784324,33.815298507462686,inputs/liujiaxia_2023-07-12-birdnet-13_13_30.mp3
1588,liangzhuang_2023-05-27-birdnet-07_31_07,0.053334275771038,liangzhuang,14.0,7.601329999999999,34.0,12.0,0.0,0.0,378.65087890625,0.1698213809650759,32.574568288854,inputs/liangzhuang_2023-05-27-birdnet-07_31_07.mp3
1589,liangzhuang_2023-05-25-birdnet-09_32_29,0.0533197906721611,liangzhuang,9.0,3.4479966666666666,56.0,3.0,0.0,0.0,363.5664978027344,0.1660890429218875,34.51043338683788,inputs/liangzhuang_2023-05-25-birdnet-09_32_29.mp3
1590,liangzhuang_2024-05-23-birdnet-16_47_15,0.0532830238340948,liangzhuang,4.0,1.0133300000000005,40.0,1.0,6.0,2.0,350.1986694335937,0.0842442015462543,34.01898734177215,inputs/liangzhuang_2024-05-23-birdnet-16_47_15.mp3
1591,liangzhuang_2023-06-17-birdnet-19_02_54,0.0532824997431572,liangzhuang,11.0,3.743996666666666,69.0,1.0,0.0,0.0,358.7137756347656,0.3399093575046654,10.294117647058824,inputs/liangzhuang_2023-06-17-birdnet-19_02_54.mp3
1592,yongxing_2023-05-27-birdnet-17_12_09,0.0532775118675927,yongxing,15.0,6.013330000000003,66.0,4.0,0.0,0.0,368.22113037109375,0.0975739802719274,44.740437158469945,inputs/yongxing_2023-05-27-birdnet-17_12_09.mp3
1593,liangzhuang_2023-06-20-birdnet-16_55_26,0.0532753130579067,liangzhuang,9.0,3.001330000000001,61.0,1.0,2.0,1.0,358.92852783203125,0.1074380165289256,28.2258064516129,inputs/liangzhuang_2023-06-20-birdnet-16_55_26.mp3
1594,liangzhuang_2024-06-28-birdnet-16_44_56,0.0532716671882094,liangzhuang,6.0,2.85333,43.0,3.0,0.0,0.0,379.0392150878906,0.1141029058917622,33.00233644859813,inputs/liangzhuang_2024-06-28-birdnet-16_44_56.mp3
1595,yongxing_2024-04-21-birdnet-11_08_16,0.053199013611231,yongxing,13.0,4.530663333333334,62.0,2.0,2.0,1.0,360.4534912109375,0.2572647294054919,23.57512953367876,inputs/yongxing_2024-04-21-birdnet-11_08_16.mp3
1596,liangzhuang_2024-07-06-birdnet-14_52_19,0.0531569035893767,liangzhuang,19.0,5.753330000000002,60.0,1.0,0.0,0.0,385.2153930664063,0.1527592641962143,37.30366492146597,inputs/liangzhuang_2024-07-06-birdnet-14_52_19.mp3
1597,yongxing_2024-04-21-birdnet-07_30_44,0.0529914241063258,yongxing,8.0,2.7999966666666687,51.0,2.0,4.0,1.0,360.8685302734375,0.1037056784857371,64.26735218508998,inputs/yongxing_2024-04-21-birdnet-07_30_44.mp3
1598,yongxing_2023-06-21-birdnet-13_26_39,0.0518605262591105,yongxing,10.0,3.451996666666666,56.0,1.0,0.0,0.0,358.61480712890625,0.1884830711810184,24.3988684582744,inputs/yongxing_2023-06-21-birdnet-13_26_39.mp3
1599,minqin_2024-05-21-birdnet-06_00_55,0.0518542429284525,minqin,11.0,4.351996666666666,50.0,1.0,0.0,0.0,372.5074462890625,0.1431618235137296,27.00186219739292,inputs/minqin_2024-05-21-birdnet-06_00_55.mp3
1600,liangzhuang_2024-04-18-birdnet-15_32_37,0.0518178099333271,liangzhuang,8.0,4.215996666666669,51.0,2.0,1.0,1.0,362.45013427734375,0.1794188216475606,34.54680534918276,inputs/liangzhuang_2024-04-18-birdnet-15_32_37.mp3
1601,liujiaxia_2024-04-21-birdnet-12_16_23,0.0518027792273045,liujiaxia,18.0,8.523996666666667,59.0,1.0,0.0,0.0,398.9147338867188,0.1866169021594241,44.28571428571429,inputs/liujiaxia_2024-04-21-birdnet-12_16_23.mp3
1602,liangzhuang_2023-06-04-birdnet-10_05_49,0.0518001721122492,liangzhuang,12.0,4.6679966666666655,61.0,1.0,0.0,0.0,351.7655639648437,0.2087443348440416,20.753512132822475,inputs/liangzhuang_2023-06-04-birdnet-10_05_49.mp3
1603,liujiaxia_2023-06-26-birdnet-06_39_25,0.0517872571451033,liujiaxia,10.0,2.8679966666666665,35.0,2.0,0.0,0.0,391.5519104003906,0.1466275659824047,31.59090909090909,inputs/liujiaxia_2023-06-26-birdnet-06_39_25.mp3
1604,liangzhuang_2023-05-25-birdnet-13_09_29,0.0517865968348916,liangzhuang,17.0,6.110663333333333,61.0,5.0,0.0,0.0,355.91607666015625,0.1223673687016795,35.67538126361656,inputs/liangzhuang_2023-05-25-birdnet-13_09_29.mp3
1605,yongxing_2024-04-21-birdnet-05_51_13,0.0517814260154565,yongxing,8.0,3.1679966666666672,49.0,1.0,0.0,0.0,374.8279113769531,0.1047720607837909,42.62086513994911,inputs/yongxing_2024-04-21-birdnet-05_51_13.mp3
1606,liangzhuang_2023-05-26-birdnet-07_43_33,0.0517759919582735,liangzhuang,12.0,4.882663333333333,61.0,1.0,2.0,1.0,345.81011962890625,0.0845107971207678,34.305993690851736,inputs/liangzhuang_2023-05-26-birdnet-07_43_33.mp3
1607,liangzhuang_2023-06-05-birdnet-08_34_31,0.0517571090955193,liangzhuang,4.0,1.323996666666666,54.0,1.0,1.0,1.0,356.6369323730469,0.1506264996001066,23.67256637168142,inputs/liangzhuang_2023-06-05-birdnet-08_34_31.mp3
1608,guanyinya_2023-07-11-birdnet-17_45_18,0.0517568326109938,guanyinya,11.0,3.3746633333333333,67.0,1.0,1.0,1.0,368.0325317382813,0.1466275659824047,34.31818181818181,inputs/guanyinya_2023-07-11-birdnet-17_45_18.mp3
1609,yongxing_2024-05-05-birdnet-21_40_36,0.0517380660463362,yongxing,13.0,4.591996666666667,72.0,1.0,0.0,0.0,357.2445678710937,0.1655558517728605,34.62157809983897,inputs/yongxing_2024-05-05-birdnet-21_40_36.mp3
1610,liangzhuang_2023-05-25-birdnet-09_46_29,0.051734200623189,liangzhuang,19.0,7.543996666666666,50.0,3.0,1.0,1.0,348.51324462890625,0.1189016262330045,38.39686098654708,inputs/liangzhuang_2023-05-25-birdnet-09_46_29.mp3
1611,yongxing_2024-05-11-birdnet-17_12_05,0.0517321952639578,yongxing,20.0,5.9026633333333365,50.0,2.0,0.0,0.0,380.82427978515625,0.1346307651292988,40.59405940594059,inputs/yongxing_2024-05-11-birdnet-17_12_05.mp3
1612,guanyinya_2023-07-11-birdnet-06_28_42,0.0517274086702761,guanyinya,14.0,4.914663333333333,66.0,1.0,0.0,0.0,365.0252075195313,0.2132764596107704,28.75,inputs/guanyinya_2023-07-11-birdnet-06_28_42.mp3
1613,liujiaxia_2024-04-20-birdnet-23_21_45,0.0517243580821881,liujiaxia,8.0,3.3359966666666656,53.0,1.0,0.0,0.0,370.6411743164063,0.1487603305785124,34.49820788530466,inputs/liujiaxia_2024-04-20-birdnet-23_21_45.mp3
1614,yongxing_2024-04-22-birdnet-17_29_30,0.05172295168675,yongxing,14.0,5.827996666666671,29.0,1.0,0.0,0.0,344.4350891113281,0.1724873367102106,22.02472952086553,inputs/yongxing_2024-04-22-birdnet-17_29_30.mp3
1615,liangzhuang_2024-06-28-birdnet-07_39_21,0.0517223243431791,liangzhuang,6.0,2.0959966666666663,45.0,4.0,1.0,1.0,358.48468017578125,0.1175686483604372,37.41496598639456,inputs/liangzhuang_2024-06-28-birdnet-07_39_21.mp3
1616,liangzhuang_2023-06-19-birdnet-06_16_43,0.0517140253655424,liangzhuang,19.0,6.262663333333331,60.0,4.0,0.0,0.0,376.7057800292969,0.2002132764596107,37.78295605858855,inputs/liangzhuang_2023-06-19-birdnet-06_16_43.mp3
1617,liujiaxia_2024-06-26-birdnet-09_20_07,0.0517051532398645,liujiaxia,9.0,3.4973300000000016,59.0,0.0,0.0,0.0,350.30328369140625,0.1487603305785124,25.76164874551971,inputs/liujiaxia_2024-06-26-birdnet-09_20_07.mp3
1618,guanyinya_2023-06-04-birdnet-05_19_24,0.0517048836101728,guanyinya,10.0,4.838663333333333,54.0,1.0,0.0,0.0,358.99102783203125,0.1394294854705411,27.96367112810708,inputs/guanyinya_2023-06-04-birdnet-05_19_24.mp3
1619,liangzhuang_2023-05-25-birdnet-12_55_29,0.0517045324599336,liangzhuang,12.0,5.902663333333333,58.0,1.0,0.0,0.0,363.36956787109375,0.230871767528659,18.475750577367204,inputs/liangzhuang_2023-05-25-birdnet-12_55_29.mp3
1620,minqin_2023-06-14-birdnet-13_48_01,0.0517044769641295,minqin,13.0,4.618663333333334,60.0,2.0,0.0,0.0,359.5243530273437,0.1567581978139162,23.3843537414966,inputs/minqin_2023-06-14-birdnet-13_48_01.mp3
1621,guanyinya_2023-06-16-birdnet-12_24_40,0.0516970459638831,guanyinya,23.0,8.154663333333332,55.0,5.0,1.0,1.0,395.7978515625,0.140495867768595,45.066413662239086,inputs/guanyinya_2023-06-16-birdnet-12_24_40.mp3
1622,liangzhuang_2023-06-17-birdnet-09_13_49,0.0516957027974509,liangzhuang,11.0,3.469330000000003,70.0,1.0,0.0,0.0,399.29443359375,0.1420954412156758,27.20450281425891,inputs/liangzhuang_2023-06-17-birdnet-09_13_49.mp3
1623,guanyinya_2023-06-16-birdnet-12_20_10,0.0516930574507326,guanyinya,7.0,3.222663333333333,22.0,5.0,0.0,0.0,398.9707946777344,0.1391628898960277,48.61111111111111,inputs/guanyinya_2023-06-16-birdnet-12_20_10.mp3
1624,guanyinya_2024-07-15-birdnet-06_54_47,0.0516820891135126,guanyinya,8.0,3.5693300000000043,54.0,2.0,1.0,1.0,352.1641845703125,0.1551586243668355,22.766323024054984,inputs/guanyinya_2024-07-15-birdnet-06_54_47.mp3
1625,guanyinya_2023-07-11-birdnet-17_44_48,0.051677049560442,guanyinya,9.0,2.838663333333331,69.0,2.0,1.0,1.0,363.0586242675781,0.1428952279392162,34.048507462686565,inputs/guanyinya_2023-07-11-birdnet-17_44_48.mp3
1626,liangzhuang_2024-06-28-birdnet-18_04_57,0.0516736564346979,liangzhuang,8.0,2.4879966666666675,59.0,2.0,1.0,1.0,365.3255615234375,0.1282324713409757,35.602910602910605,inputs/liangzhuang_2024-06-28-birdnet-18_04_57.mp3
1627,yongxing_2024-04-21-birdnet-11_14_16,0.0516665850639509,yongxing,11.0,3.60933,52.0,2.0,0.0,0.0,401.0931396484375,0.0882431351639562,51.3595166163142,inputs/yongxing_2024-04-21-birdnet-11_14_16.mp3
1628,yongxing_2023-05-26-birdnet-12_22_23,0.0516639728527741,yongxing,11.0,4.071996666666665,55.0,3.0,1.0,1.0,364.2605590820313,0.1364969341508931,49.560546875,inputs/yongxing_2023-05-26-birdnet-12_22_23.mp3
1629,minqin_2023-07-15-birdnet-08_12_08,0.0516610690928236,minqin,6.0,2.4146633333333325,54.0,2.0,1.0,1.0,391.2919616699219,0.1162356704878699,46.444954128440365,inputs/minqin_2023-07-15-birdnet-08_12_08.mp3
1630,guanyinya_2023-06-13-birdnet-14_54_30,0.0516579062605108,guanyinya,17.0,7.047996666666668,56.0,6.0,0.0,0.0,421.3268432617188,0.1322314049586777,40.32258064516129,inputs/guanyinya_2023-06-13-birdnet-14_54_30.mp3
1631,liangzhuang_2023-06-18-birdnet-10_56_32,0.0516514587632597,liangzhuang,8.0,3.243996666666664,48.0,1.0,0.0,0.0,370.3430480957031,0.2039456145027992,22.38562091503268,inputs/liangzhuang_2023-06-18-birdnet-10_56_32.mp3
1632,liujiaxia_2023-06-26-birdnet-15_26_00,0.0516443519014696,liujiaxia,22.0,8.74533,62.0,1.0,0.0,0.0,352.7123718261719,0.1647560650493202,23.058252427184467,inputs/liujiaxia_2023-06-26-birdnet-15_26_00.mp3
1633,minqin_2023-07-08-birdnet-05_43_59,0.0516403862979532,minqin,38.0,12.575996666666663,82.0,15.0,0.0,0.0,397.6871337890625,0.1407624633431085,41.19318181818181,inputs/minqin_2023-07-08-birdnet-05_43_59.mp3
1634,liangzhuang_2023-05-25-birdnet-11_27_59,0.0516331271795581,liangzhuang,14.0,6.834663333333332,50.0,6.0,0.0,0.0,360.415771484375,0.1367635297254065,41.42300194931774,inputs/liangzhuang_2023-05-25-birdnet-11_27_59.mp3
1635,liangzhuang_2023-05-27-birdnet-09_57_38,0.0516293462287092,liangzhuang,14.0,5.455996666666671,58.0,4.0,0.0,0.0,360.5152282714844,0.1511596907491335,30.423280423280428,inputs/liangzhuang_2023-05-27-birdnet-09_57_38.mp3
1636,yongxing_2023-05-28-birdnet-15_43_51,0.0516285586445027,yongxing,8.0,3.994663333333333,43.0,3.0,1.0,1.0,353.00390625,0.1972807251399626,21.62162162162162,inputs/yongxing_2023-05-28-birdnet-15_43_51.mp3
1637,minqin_2024-05-20-birdnet-05_58_12,0.0516219444519914,minqin,11.0,4.302663333333332,52.0,1.0,0.0,0.0,386.56488037109375,0.1703545721141029,23.865414710485133,inputs/minqin_2024-05-20-birdnet-05_58_12.mp3
1638,minqin_2024-06-14-birdnet-14_50_47,0.0516051892047683,minqin,13.0,3.67333,69.0,1.0,0.0,0.0,376.5426330566406,0.1530258597707278,31.1411149825784,inputs/minqin_2024-06-14-birdnet-14_50_47.mp3
1639,liujiaxia_2023-06-12-birdnet-15_56_22,0.0516048132274571,liujiaxia,9.0,3.5253300000000003,58.0,2.0,0.0,0.0,340.2720947265625,0.1463609704078912,21.40255009107468,inputs/liujiaxia_2023-06-12-birdnet-15_56_22.mp3
1640,yongxing_2024-04-21-birdnet-04_52_43,0.051601230818031,yongxing,16.0,7.07333,42.0,2.0,5.0,1.0,374.8912963867188,0.1847507331378299,49.60317460317461,inputs/yongxing_2024-04-21-birdnet-04_52_43.mp3
1641,liangzhuang_2023-05-26-birdnet-07_13_33,0.0515965156640915,liangzhuang,9.0,3.469330000000003,40.0,2.0,1.0,1.0,363.88568115234375,0.2028792322047454,27.75952693823916,inputs/liangzhuang_2023-05-26-birdnet-07_13_33.mp3
1642,yongxing_2023-05-26-birdnet-06_22_50,0.0515912540348362,yongxing,9.0,3.0013299999999994,51.0,3.0,0.0,0.0,354.62408447265625,0.1436950146627566,38.49721706864564,inputs/yongxing_2023-05-26-birdnet-06_22_50.mp3
1643,liangzhuang_2023-05-25-birdnet-10_37_59,0.0515895888149116,liangzhuang,15.0,6.743996666666666,45.0,9.0,0.0,0.0,397.9152221679688,0.1866169021594241,34.285714285714285,inputs/liangzhuang_2023-05-25-birdnet-10_37_59.mp3
1644,liangzhuang_2023-05-27-birdnet-09_40_38,0.051588703840242,liangzhuang,12.0,3.917329999999999,57.0,2.0,0.0,0.0,354.7268981933594,0.1290322580645161,35.89876033057851,inputs/liangzhuang_2023-05-27-birdnet-09_40_38.mp3
1645,liujiaxia_2023-07-12-birdnet-12_46_30,0.0515882914308851,liujiaxia,10.0,3.5893299999999995,61.0,2.0,2.0,2.0,380.1405334472656,0.1815515862436683,32.67254038179148,inputs/liujiaxia_2023-07-12-birdnet-12_46_30.mp3
