rank,source_file,prob,site,max_bout_all,bout_dur_all,n_seg_all,max_bout,n_nontype1_total,n_distinct_nontype1,aci,duty_cycle,peak_rate,orig_path
1,guanyinya_2023-06-14-birdnet-14_24_12,0.6175566954492759,guanyinya,10.0,4.098663333333338,51.0,7.0,3.0,1.0,407.2772216796875,0.1655558517728605,34.82286634460547,inputs/guanyinya_2023-06-14-birdnet-14_24_12.mp3
2,liangzhuang_2023-06-19-birdnet-06_45_43,0.5428042936719889,liangzhuang,14.0,5.114663333333333,69.0,4.0,0.0,0.0,424.9111633300781,0.1562250066648893,45.22184300341297,inputs/liangzhuang_2023-06-19-birdnet-06_45_43.mp3
3,guanyinya_2023-06-14-birdnet-09_29_09,0.519293535242745,guanyinya,16.0,6.337329999999998,55.0,7.0,0.0,0.0,400.0662536621094,0.191149026926153,42.36401673640167,inputs/guanyinya_2023-06-14-birdnet-09_29_09.mp3
4,yongxing_2024-04-21-birdnet-10_58_16,0.4980265552321137,yongxing,7.0,2.80533,47.0,7.0,20.0,2.0,394.60552978515625,0.1428952279392162,34.748134328358205,inputs/yongxing_2024-04-21-birdnet-10_58_16.mp3
5,yongxing_2023-05-18-birdnet-11_54_35,0.483688479158903,yongxing,9.0,3.254663333333337,41.0,4.0,1.0,1.0,397.3650512695313,0.1018395094641429,47.12041884816754,inputs/yongxing_2023-05-18-birdnet-11_54_35.mp3
6,guanyinya_2023-07-11-birdnet-08_38_43,0.4702307731866588,guanyinya,41.0,14.47333,67.0,3.0,1.0,1.0,377.2770385742188,0.1332977872567315,34.75,inputs/guanyinya_2023-07-11-birdnet-08_38_43.mp3
7,liangzhuang_2023-06-19-birdnet-07_42_44,0.4616996273937417,liangzhuang,15.0,4.79733,66.0,4.0,0.0,0.0,404.28369140625,0.1388962943215142,40.78694817658349,inputs/liangzhuang_2023-06-19-birdnet-07_42_44.mp3
8,yongxing_2023-05-19-birdnet-07_50_45,0.4602367037611887,yongxing,20.0,7.381329999999999,55.0,9.0,1.0,1.0,386.087158203125,0.2031458277792588,41.830708661417326,inputs/yongxing_2023-05-19-birdnet-07_50_45.mp3
9,liujiaxia_2023-07-10-birdnet-11_45_52,0.4576940489902808,liujiaxia,16.0,5.311996666666673,73.0,5.0,1.0,1.0,404.779052734375,0.1069048253798986,47.069825436408976,inputs/liujiaxia_2023-07-10-birdnet-11_45_52.mp3
10,liangzhuang_2023-06-18-birdnet-06_28_00,0.4563829706434614,liangzhuang,13.0,5.147996666666668,40.0,5.0,0.0,0.0,431.8507690429688,0.1908824313516395,44.16899441340782,inputs/liangzhuang_2023-06-18-birdnet-06_28_00.mp3
11,yongxing_2023-07-08-birdnet-13_57_41,0.4559420819455441,yongxing,49.0,21.003996666666666,59.0,9.0,0.0,0.0,389.8009643554688,0.1903492402026126,39.56582633053222,inputs/yongxing_2023-07-08-birdnet-13_57_41.mp3
12,yongxing_2024-05-18-birdnet-13_58_47,0.4492371396123543,yongxing,14.0,6.5533300000000025,65.0,14.0,1.0,1.0,411.8577270507813,0.1274326846174353,38.44142259414226,inputs/yongxing_2024-05-18-birdnet-13_58_47.mp3
13,minqin_2023-07-15-birdnet-14_30_11,0.4319737200971535,minqin,14.0,6.426663333333336,41.0,7.0,0.0,0.0,390.3011474609375,0.1386296987470008,43.26923076923077,inputs/minqin_2023-07-15-birdnet-14_30_11.mp3
14,minqin_2023-07-15-birdnet-12_51_10,0.4318155110141625,minqin,7.0,2.96933,36.0,3.0,1.0,1.0,386.5934448242188,0.1327645961077046,29.869477911646587,inputs/minqin_2023-07-15-birdnet-12_51_10.mp3
15,liangzhuang_2024-04-20-birdnet-10_34_33,0.4153310407821204,liangzhuang,15.0,8.251996666666669,38.0,9.0,1.0,1.0,387.3405456542969,0.1994134897360703,30.74866310160428,inputs/liangzhuang_2024-04-20-birdnet-10_34_33.mp3
16,liangzhuang_2023-05-26-birdnet-09_12_03,0.4120853138828955,liangzhuang,12.0,5.517329999999999,43.0,6.0,0.0,0.0,382.3269653320313,0.1868834977339376,39.22967189728959,inputs/liangzhuang_2023-05-26-birdnet-09_12_03.mp3
17,yongxing_2023-06-22-birdnet-18_24_37,0.409285432819961,yongxing,20.0,6.18933,72.0,3.0,0.0,0.0,415.022705078125,0.1431618235137296,49.34823091247672,inputs/yongxing_2023-06-22-birdnet-18_24_37.mp3
18,guanyinya_2023-06-13-birdnet-16_00_30,0.4045790193147952,guanyinya,51.0,18.501330000000003,78.0,6.0,0.0,0.0,403.5972290039063,0.1679552119434817,36.70634920634921,inputs/guanyinya_2023-06-13-birdnet-16_00_30.mp3
19,shuanghe_2023-06-12-birdnet-08_26_19,0.3958298312810658,shuanghe,14.0,6.235996666666667,61.0,6.0,0.0,0.0,395.7225036621094,0.1626233004532124,38.9344262295082,inputs/shuanghe_2023-06-12-birdnet-08_26_19.mp3
20,guanyinya_2023-07-11-birdnet-08_42_13,0.3946273070099719,guanyinya,33.0,12.679996666666664,72.0,5.0,5.0,1.0,382.4705505371094,0.1450279925353239,42.73897058823529,inputs/guanyinya_2023-07-11-birdnet-08_42_13.mp3
21,guanyinya_2023-06-14-birdnet-14_49_12,0.3861723488393387,guanyinya,18.0,7.309330000000003,42.0,4.0,1.0,1.0,413.07525634765625,0.1711543588376433,28.23208722741433,inputs/guanyinya_2023-06-14-birdnet-14_49_12.mp3
22,minqin_2023-07-15-birdnet-12_17_40,0.3841069771422324,minqin,10.0,4.191996666666668,64.0,4.0,0.0,0.0,398.4150085449219,0.0999733404425486,45.333333333333336,inputs/minqin_2023-07-15-birdnet-12_17_40.mp3
23,yongxing_2023-05-19-birdnet-12_20_18,0.3840127896746184,yongxing,23.0,10.06933,69.0,8.0,6.0,2.0,368.044189453125,0.1948813649693415,33.515731874145004,inputs/yongxing_2023-05-19-birdnet-12_20_18.mp3
24,liangzhuang_2023-06-18-birdnet-15_51_35,0.3793748693141298,liangzhuang,19.0,6.074663333333332,47.0,3.0,0.0,0.0,416.572265625,0.1173020527859237,41.47727272727273,inputs/liangzhuang_2023-06-18-birdnet-15_51_35.mp3
25,guanyinya_2023-06-13-birdnet-16_01_00,0.3779175105408033,guanyinya,19.0,8.146663333333333,58.0,4.0,1.0,1.0,420.5204772949219,0.162356704878699,48.23481116584565,inputs/guanyinya_2023-06-13-birdnet-16_01_00.mp3
26,yongxing_2023-06-21-birdnet-18_56_43,0.3678190552088775,yongxing,18.0,7.141329999999999,76.0,6.0,1.0,1.0,379.8510437011719,0.1538256464942682,39.21143847487002,inputs/yongxing_2023-06-21-birdnet-18_56_43.mp3
27,yongxing_2023-05-19-birdnet-07_51_15,0.3666302420864344,yongxing,13.0,6.78933,47.0,4.0,0.0,0.0,404.9228820800781,0.1900826446280991,46.80925666199159,inputs/yongxing_2023-05-19-birdnet-07_51_15.mp3
28,liujiaxia_2024-04-22-birdnet-07_26_10,0.3660513940776102,liujiaxia,16.0,6.2959966666666665,59.0,3.0,0.0,0.0,408.7483520507813,0.1503599040255931,41.88829787234043,inputs/liujiaxia_2024-04-22-birdnet-07_26_10.mp3
29,liangzhuang_2023-06-17-birdnet-15_19_52,0.3644642615090767,liangzhuang,18.0,7.223996666666668,38.0,4.0,0.0,0.0,419.8279418945313,0.1812849906691549,49.264705882352935,inputs/liangzhuang_2023-06-17-birdnet-15_19_52.mp3
30,yongxing_2024-04-21-birdnet-10_12_45,0.3637834129680073,yongxing,24.0,9.415996666666668,71.0,9.0,1.0,1.0,407.620361328125,0.1290322580645161,55.26859504132232,inputs/yongxing_2024-04-21-birdnet-10_12_45.mp3
31,guanyinya_2023-07-09-birdnet-05_42_12,0.360246147884406,guanyinya,26.0,9.847996666666669,55.0,12.0,0.0,0.0,396.1170043945313,0.2039456145027992,35.78431372549019,inputs/guanyinya_2023-07-09-birdnet-05_42_12.mp3
32,liangzhuang_2024-07-12-birdnet-05_40_19,0.3564077513384593,liangzhuang,18.0,6.065330000000003,59.0,1.0,1.0,1.0,343.9935302734375,0.1546254332178085,22.629310344827587,inputs/liangzhuang_2024-07-12-birdnet-05_40_19.mp3
33,yongxing_2024-04-21-birdnet-10_58_46,0.3559777167405243,yongxing,11.0,4.051996666666664,62.0,6.0,9.0,2.0,390.2247314453125,0.1482271394294854,41.36690647482014,inputs/yongxing_2024-04-21-birdnet-10_58_46.mp3
34,guanyinya_2023-06-13-birdnet-16_01_30,0.3558741229055836,guanyinya,24.0,9.635996666666664,65.0,8.0,1.0,1.0,420.8769226074219,0.1748866968808317,45.35060975609756,inputs/guanyinya_2023-06-13-birdnet-16_01_30.mp3
35,shuanghe_2023-05-19-birdnet-18_10_36,0.3441164285253812,shuanghe,14.0,6.519996666666667,33.0,9.0,1.0,1.0,379.613037109375,0.1519594774726739,50.43859649122808,inputs/shuanghe_2023-05-19-birdnet-18_10_36.mp3
36,liangzhuang_2024-07-06-birdnet-12_20_48,0.3440647747330735,liangzhuang,26.0,13.371996666666664,54.0,7.0,1.0,1.0,412.8091735839844,0.1871500933084511,37.92735042735043,inputs/liangzhuang_2024-07-06-birdnet-12_20_48.mp3
37,minqin_2023-07-07-birdnet-17_03_22,0.3425457801541828,minqin,17.0,5.325329999999994,53.0,10.0,0.0,0.0,427.3321838378906,0.119168221807518,43.62416107382551,inputs/minqin_2023-07-07-birdnet-17_03_22.mp3
38,liujiaxia_2024-04-22-birdnet-11_26_43,0.3396970045778163,liujiaxia,13.0,5.44666333333333,60.0,4.0,1.0,1.0,399.2353515625,0.158357771260997,45.66498316498317,inputs/liujiaxia_2024-04-22-birdnet-11_26_43.mp3
39,liangzhuang_2024-06-28-birdnet-07_47_21,0.3382893348430466,liangzhuang,11.0,4.167996666666671,57.0,3.0,5.0,2.0,364.1246032714844,0.1109037589976006,42.96875,inputs/liangzhuang_2024-06-28-birdnet-07_47_21.mp3
40,liangzhuang_2024-04-20-birdnet-08_44_32,0.3381191434394239,liangzhuang,19.0,9.09733,56.0,3.0,1.0,1.0,405.0547790527344,0.1562250066648893,42.875426621160415,inputs/liangzhuang_2024-04-20-birdnet-08_44_32.mp3
41,liangzhuang_2023-06-19-birdnet-06_45_13,0.3318391700983201,liangzhuang,17.0,5.094663333333331,84.0,4.0,0.0,0.0,408.1919860839844,0.1175686483604372,56.12244897959184,inputs/liangzhuang_2023-06-19-birdnet-06_45_13.mp3
42,shuanghe_2023-06-13-birdnet-08_12_02,0.3304452822758489,shuanghe,17.0,7.494663333333333,33.0,4.0,0.0,0.0,417.634521484375,0.1804852039456145,40.43574593796159,inputs/shuanghe_2023-06-13-birdnet-08_12_02.mp3
43,yongxing_2024-04-21-birdnet-11_37_46,0.3302977270734131,yongxing,16.0,6.119996666666669,62.0,4.0,1.0,1.0,386.5846557617188,0.1205011996800853,53.37389380530973,inputs/yongxing_2024-04-21-birdnet-11_37_46.mp3
44,liangzhuang_2023-06-08-birdnet-10_28_49,0.3294053628288649,liangzhuang,15.0,5.44533,69.0,5.0,1.0,1.0,416.2737121582031,0.1804852039456145,29.35745937961595,inputs/liangzhuang_2023-06-08-birdnet-10_28_49.mp3
45,liujiaxia_2023-07-12-birdnet-07_32_46,0.3279833171712487,liujiaxia,9.0,4.539996666666667,55.0,5.0,1.0,1.0,387.7644958496094,0.1114369501466275,35.88516746411484,inputs/liujiaxia_2023-07-12-birdnet-07_32_46.mp3
46,yongxing_2023-06-20-birdnet-15_49_56,0.3269401467849102,yongxing,18.0,5.985329999999999,65.0,5.0,0.0,0.0,378.3262023925781,0.1450279925353239,38.60294117647059,inputs/yongxing_2023-06-20-birdnet-15_49_56.mp3
47,liangzhuang_2023-05-26-birdnet-07_11_33,0.3246993070482944,liangzhuang,13.0,5.65733,51.0,2.0,1.0,1.0,359.44091796875,0.1530258597707278,28.310104529616726,inputs/liangzhuang_2023-05-26-birdnet-07_11_33.mp3
48,yongxing_2024-04-21-birdnet-12_11_46,0.3238278902557817,yongxing,19.0,7.894663333333334,62.0,3.0,0.0,0.0,387.7974853515625,0.1575579845374566,36.59052453468697,inputs/yongxing_2024-04-21-birdnet-12_11_46.mp3
49,liangzhuang_2023-05-25-birdnet-17_26_00,0.3222369996808709,liangzhuang,14.0,4.4226633333333325,61.0,5.0,0.0,0.0,377.5382690429688,0.1434284190882431,33.921933085501855,inputs/liangzhuang_2023-05-25-birdnet-17_26_00.mp3
50,liangzhuang_2023-06-02-birdnet-10_02_06,0.3182390956708664,liangzhuang,8.0,3.030663333333333,51.0,4.0,1.0,1.0,387.3023986816406,0.133564382831245,42.91417165668663,inputs/liangzhuang_2023-06-02-birdnet-10_02_06.mp3
51,guanyinya_2023-06-23-birdnet-09_59_22,0.3179972938939051,guanyinya,22.0,8.599996666666668,82.0,9.0,0.0,0.0,386.2267150878906,0.151426286323647,41.37323943661972,inputs/guanyinya_2023-06-23-birdnet-09_59_22.mp3
52,liangzhuang_2023-05-25-birdnet-09_51_59,0.3170149822059621,liangzhuang,12.0,5.029330000000002,50.0,2.0,0.0,0.0,365.1950988769531,0.1436950146627566,31.539888682745826,inputs/liangzhuang_2023-05-25-birdnet-09_51_59.mp3
53,minqin_2023-07-15-birdnet-06_24_37,0.3146736416139264,minqin,18.0,8.005330000000004,52.0,7.0,0.0,0.0,381.9394226074219,0.1415622500666488,41.66666666666666,inputs/minqin_2023-07-15-birdnet-06_24_37.mp3
54,guanyinya_2023-06-14-birdnet-08_48_09,0.3099654240753228,guanyinya,9.0,4.066663333333333,39.0,5.0,0.0,0.0,419.1760864257813,0.2066115702479339,36.29032258064516,inputs/guanyinya_2023-06-14-birdnet-08_48_09.mp3
55,liangzhuang_2024-06-28-birdnet-07_25_51,0.3079030940107682,liangzhuang,6.0,3.014663333333333,37.0,6.0,0.0,0.0,407.4589538574219,0.1308984270861103,50.15274949083504,inputs/liangzhuang_2024-06-28-birdnet-07_25_51.mp3
56,minqin_2024-05-28-birdnet-06_31_24,0.3060293261433628,minqin,8.0,2.747996666666665,47.0,5.0,0.0,0.0,402.83392333984375,0.0986403625699813,62.16216216216216,inputs/minqin_2024-05-28-birdnet-06_31_24.mp3
57,yongxing_2024-05-03-birdnet-16_39_24,0.3060094707496872,yongxing,15.0,6.549329999999999,61.0,2.0,3.0,1.0,372.99847412109375,0.1642228739002932,34.9025974025974,inputs/yongxing_2024-05-03-birdnet-16_39_24.mp3
58,guanyinya_2023-06-14-birdnet-13_09_11,0.3026747249398627,guanyinya,16.0,6.8133300000000006,46.0,6.0,0.0,0.0,400.26068115234375,0.1490269261530258,41.81574239713774,inputs/guanyinya_2023-06-14-birdnet-13_09_11.mp3
59,liujiaxia_2024-04-22-birdnet-10_04_42,0.3022994616114682,liujiaxia,16.0,5.718663333333333,71.0,4.0,0.0,0.0,391.0691833496094,0.1252999200213276,53.19148936170213,inputs/liujiaxia_2024-04-22-birdnet-10_04_42.mp3
60,shuanghe_2023-05-22-birdnet-05_54_55,0.3008788135155394,shuanghe,17.0,5.7813300000000005,71.0,2.0,2.0,2.0,368.4323425292969,0.147960543854972,33.33333333333333,inputs/shuanghe_2023-05-22-birdnet-05_54_55.mp3
61,minqin_2023-07-15-birdnet-08_11_08,0.2962830125757071,minqin,13.0,3.498663333333333,52.0,2.0,3.0,1.0,393.56201171875,0.1002399360170621,50.19946808510638,inputs/minqin_2023-07-15-birdnet-08_11_08.mp3
62,minqin_2023-07-15-birdnet-12_52_10,0.2944382321101386,minqin,10.0,3.621330000000004,46.0,5.0,1.0,1.0,404.59771728515625,0.1138363103172487,36.29976580796253,inputs/minqin_2023-07-15-birdnet-12_52_10.mp3
63,yongxing_2024-04-23-birdnet-16_24_13,0.2942988104099512,yongxing,27.0,12.99333,51.0,8.0,1.0,1.0,393.2839660644531,0.1724873367102106,37.09428129829985,inputs/yongxing_2024-04-23-birdnet-16_24_13.mp3
64,liujiaxia_2024-04-22-birdnet-07_02_09,0.2937136672758261,liujiaxia,11.0,3.8799966666666665,45.0,3.0,0.0,0.0,395.8263549804688,0.1332977872567315,36.25,inputs/liujiaxia_2024-04-22-birdnet-07_02_09.mp3
65,shuanghe_2023-06-15-birdnet-06_15_13,0.292635648399532,shuanghe,12.0,3.32133,59.0,4.0,0.0,0.0,407.6127624511719,0.187683284457478,38.70738636363637,inputs/shuanghe_2023-06-15-birdnet-06_15_13.mp3
66,guanyinya_2023-06-14-birdnet-13_10_11,0.2895834227462187,guanyinya,31.0,12.03333,74.0,5.0,0.0,0.0,432.5063781738281,0.1218341775526526,48.413566739606125,inputs/guanyinya_2023-06-14-birdnet-13_10_11.mp3
67,yongxing_2024-05-06-birdnet-20_41_48,0.2886170096654276,yongxing,18.0,8.72799666666667,56.0,13.0,0.0,0.0,409.6021728515625,0.1610237270061317,45.3228476821192,inputs/yongxing_2024-05-06-birdnet-20_41_48.mp3
68,yongxing_2024-07-16-birdnet-14_54_26,0.2838886550726254,yongxing,25.0,10.315996666666669,72.0,6.0,1.0,1.0,381.1982727050781,0.1882164756065049,29.922096317280456,inputs/yongxing_2024-07-16-birdnet-14_54_26.mp3
69,liangzhuang_2023-06-18-birdnet-14_08_04,0.2838651134238227,liangzhuang,27.0,11.88533,61.0,7.0,1.0,1.0,433.44573974609375,0.1975473207144761,45.88394062078272,inputs/liangzhuang_2023-06-18-birdnet-14_08_04.mp3
70,liangzhuang_2024-07-12-birdnet-05_38_19,0.280723780280844,liangzhuang,11.0,4.439996666666668,66.0,2.0,3.0,2.0,346.6251220703125,0.1740869101572913,20.673813169984687,inputs/liangzhuang_2024-07-12-birdnet-05_38_19.mp3
71,minqin_2023-07-15-birdnet-11_20_09,0.2806564825421048,minqin,10.0,3.793330000000005,36.0,5.0,0.0,0.0,392.308349609375,0.13009864036257,43.03278688524591,inputs/minqin_2023-07-15-birdnet-11_20_09.mp3
72,yongxing_2024-05-19-birdnet-01_46_23,0.2770385274696364,yongxing,10.0,3.534663333333333,52.0,2.0,1.0,1.0,396.02447509765625,0.13009864036257,34.32377049180328,inputs/yongxing_2024-05-19-birdnet-01_46_23.mp3
73,shuanghe_2023-05-22-birdnet-05_54_25,0.2764310317360549,shuanghe,16.0,6.214663333333332,57.0,1.0,0.0,0.0,357.8757019042969,0.1612903225806451,25.82644628099173,inputs/shuanghe_2023-05-22-birdnet-05_54_25.mp3
74,guanyinya_2023-07-09-birdnet-12_58_45,0.2763076114727718,guanyinya,26.0,12.366663333333335,45.0,2.0,2.0,1.0,380.5192565917969,0.133564382831245,39.67065868263473,inputs/guanyinya_2023-07-09-birdnet-12_58_45.mp3
75,liangzhuang_2024-04-20-birdnet-10_33_33,0.2762805254137135,liangzhuang,11.0,7.099996666666665,35.0,4.0,1.0,1.0,381.84478759765625,0.151426286323647,42.9137323943662,inputs/liangzhuang_2024-04-20-birdnet-10_33_33.mp3
76,yongxing_2024-04-21-birdnet-07_23_44,0.2762533757428023,yongxing,14.0,6.6506633333333305,58.0,5.0,3.0,1.0,399.1395263671875,0.1021061050386563,66.2532637075718,inputs/yongxing_2024-04-21-birdnet-07_23_44.mp3
77,minqin_2023-06-14-birdnet-10_42_58,0.2741534073866894,minqin,7.0,2.3559966666666696,52.0,3.0,1.0,1.0,381.5523681640625,0.104238869634764,54.028132992327365,inputs/minqin_2023-06-14-birdnet-10_42_58.mp3
78,yongxing_2024-04-21-birdnet-05_54_43,0.2739503648514146,yongxing,15.0,6.766663333333336,56.0,8.0,0.0,0.0,389.2374267578125,0.1426286323647027,36.21495327102804,inputs/yongxing_2024-04-21-birdnet-05_54_43.mp3
79,yongxing_2023-05-19-birdnet-10_07_17,0.2701495461415495,yongxing,26.0,9.31733,75.0,6.0,0.0,0.0,399.219970703125,0.1647560650493202,35.19417475728155,inputs/yongxing_2023-05-19-birdnet-10_07_17.mp3
80,liangzhuang_2024-06-15-birdnet-07_47_12,0.2682342580538548,liangzhuang,10.0,3.25333,50.0,9.0,0.0,0.0,409.4938659667969,0.1332977872567315,33.5,inputs/liangzhuang_2024-06-15-birdnet-07_47_12.mp3
81,yongxing_2024-05-14-birdnet-15_48_51,0.2678929289115332,yongxing,15.0,5.258663333333334,63.0,3.0,0.0,0.0,412.10980224609375,0.1463609704078912,40.52823315118397,inputs/yongxing_2024-05-14-birdnet-15_48_51.mp3
82,minqin_2023-07-15-birdnet-14_48_11,0.2668335656888322,minqin,8.0,3.2386633333333386,55.0,2.0,5.0,1.0,376.5163879394531,0.1149026926153025,40.893271461716935,inputs/minqin_2023-07-15-birdnet-14_48_11.mp3
83,yongxing_2023-06-22-birdnet-18_25_07,0.2666242588621064,yongxing,36.0,13.29733,75.0,5.0,0.0,0.0,407.066650390625,0.1959477472673953,37.07482993197279,inputs/yongxing_2023-06-22-birdnet-18_25_07.mp3
84,yongxing_2024-04-21-birdnet-09_56_45,0.2662003719387243,yongxing,9.0,3.823996666666666,57.0,5.0,5.0,2.0,370.2801513671875,0.1234337509997334,36.447084233261336,inputs/yongxing_2024-04-21-birdnet-09_56_45.mp3
85,liangzhuang_2024-04-20-birdnet-11_20_34,0.2644112556845692,liangzhuang,10.0,4.382663333333337,21.0,8.0,1.0,1.0,398.6343994140625,0.1466275659824047,44.99999999999999,inputs/liangzhuang_2024-04-20-birdnet-11_20_34.mp3
86,liangzhuang_2024-07-13-birdnet-05_42_32,0.2630417568063402,liangzhuang,9.0,3.9013300000000015,55.0,1.0,0.0,0.0,345.0992736816406,0.1604905358571047,24.7093023255814,inputs/liangzhuang_2024-07-13-birdnet-05_42_32.mp3
87,shuanghe_2023-05-22-birdnet-05_53_55,0.2627109062874763,shuanghe,22.0,9.91999666666667,50.0,1.0,0.0,0.0,361.3477478027344,0.1655558517728605,28.5829307568438,inputs/shuanghe_2023-05-22-birdnet-05_53_55.mp3
88,liujiaxia_2023-06-06-birdnet-09_16_12,0.2607591076076611,liujiaxia,18.0,8.075996666666667,60.0,7.0,0.0,0.0,403.4992065429688,0.1399626766195681,44.285714285714285,inputs/liujiaxia_2023-06-06-birdnet-09_16_12.mp3
89,liujiaxia_2024-04-21-birdnet-12_13_53,0.259949938686788,liujiaxia,16.0,5.479996666666668,58.0,1.0,0.0,0.0,395.5572509765625,0.1455611836843508,48.3058608058608,inputs/liujiaxia_2024-04-21-birdnet-12_13_53.mp3
90,liangzhuang_2023-06-05-birdnet-10_19_32,0.2588742616689357,liangzhuang,13.0,3.793329999999997,61.0,1.0,0.0,0.0,374.68157958984375,0.1450279925353239,26.42463235294117,inputs/liangzhuang_2023-06-05-birdnet-10_19_32.mp3
91,shuanghe_2023-05-22-birdnet-05_51_55,0.25868568467836,shuanghe,30.0,10.109330000000002,58.0,0.0,0.0,0.0,357.19024658203125,0.1447613969608104,26.012891344383057,inputs/shuanghe_2023-05-22-birdnet-05_51_55.mp3
92,yongxing_2023-05-18-birdnet-13_20_05,0.2585688900645008,yongxing,31.0,13.794663333333336,63.0,29.0,4.0,2.0,378.4766845703125,0.1828845641162356,28.790087463556848,inputs/yongxing_2023-05-18-birdnet-13_20_05.mp3
93,yongxing_2023-06-20-birdnet-15_49_26,0.2581547161313082,yongxing,13.0,5.893330000000002,66.0,4.0,0.0,0.0,388.3781127929688,0.1639562783257798,41.46341463414634,inputs/yongxing_2023-06-20-birdnet-15_49_26.mp3
94,minqin_2023-07-07-birdnet-16_55_52,0.2578781377599639,minqin,10.0,3.082663333333334,40.0,3.0,1.0,1.0,395.8108825683594,0.1181018395094641,31.03837471783296,inputs/minqin_2023-07-07-birdnet-16_55_52.mp3
95,minqin_2023-07-16-birdnet-05_46_19,0.2567336405428481,minqin,18.0,7.04266333333333,55.0,2.0,0.0,0.0,368.07421875,0.1650226606238336,25.64620355411955,inputs/minqin_2023-07-16-birdnet-05_46_19.mp3
96,liangzhuang_2023-05-25-birdnet-13_04_59,0.2567038610568368,liangzhuang,12.0,3.4719966666666657,62.0,2.0,2.0,1.0,367.20648193359375,0.1538256464942682,25.77989601386482,inputs/liangzhuang_2023-05-25-birdnet-13_04_59.mp3
97,yongxing_2024-05-03-birdnet-16_38_24,0.2545347405855181,yongxing,10.0,4.267996666666669,69.0,4.0,5.0,2.0,373.204833984375,0.1562250066648893,32.84982935153584,inputs/yongxing_2024-05-03-birdnet-16_38_24.mp3
98,minqin_2023-06-11-birdnet-13_31_36,0.2533890266874828,minqin,15.0,6.33733,29.0,14.0,1.0,1.0,425.8363342285156,0.1903492402026126,51.99579831932773,inputs/minqin_2023-06-11-birdnet-13_31_36.mp3
99,liangzhuang_2024-05-23-birdnet-17_40_15,0.2528302488424173,liangzhuang,7.0,2.70799666666667,48.0,3.0,1.0,1.0,388.2731628417969,0.1772860570514529,28.19548872180451,inputs/liangzhuang_2024-05-23-birdnet-17_40_15.mp3
100,guanyinya_2023-07-11-birdnet-18_03_48,0.2508560729896753,guanyinya,15.0,5.537329999999999,57.0,1.0,0.0,0.0,368.100341796875,0.1503599040255931,28.81205673758865,inputs/guanyinya_2023-07-11-birdnet-18_03_48.mp3
101,yongxing_2023-05-18-birdnet-13_10_05,0.2508451525515647,yongxing,11.0,4.76933,53.0,1.0,0.0,0.0,357.3148803710937,0.1458277792588643,23.9945155393053,inputs/yongxing_2023-05-18-birdnet-13_10_05.mp3
102,guanyinya_2023-06-07-birdnet-07_57_31,0.2506194155081765,guanyinya,13.0,6.918663333333331,56.0,3.0,1.0,1.0,393.8811645507813,0.1410290589176219,37.33459357277883,inputs/guanyinya_2023-06-07-birdnet-07_57_31.mp3
103,minqin_2024-05-22-birdnet-09_41_50,0.2502853567588152,minqin,11.0,4.5586633333333335,52.0,5.0,0.0,0.0,388.8617858886719,0.1071714209544121,62.81094527363184,inputs/minqin_2024-05-22-birdnet-09_41_50.mp3
104,liujiaxia_2024-04-22-birdnet-10_06_42,0.2500511379669922,liujiaxia,11.0,4.339996666666666,74.0,4.0,0.0,0.0,392.2787780761719,0.1173020527859237,59.375,inputs/liujiaxia_2024-04-22-birdnet-10_06_42.mp3
105,liangzhuang_2023-05-25-birdnet-17_23_30,0.2499308757257362,liangzhuang,11.0,5.081330000000003,55.0,6.0,0.0,0.0,385.0028991699219,0.1562250066648893,33.063139931740615,inputs/liangzhuang_2023-05-25-birdnet-17_23_30.mp3
106,liujiaxia_2023-07-04-birdnet-15_04_45,0.2488076153502276,liujiaxia,10.0,5.418663333333335,51.0,1.0,0.0,0.0,358.2038269042969,0.1546254332178085,30.38793103448276,inputs/liujiaxia_2023-07-04-birdnet-15_04_45.mp3
107,guanyinya_2023-06-13-birdnet-15_13_00,0.2485308775802504,guanyinya,14.0,7.241330000000001,50.0,7.0,0.0,0.0,388.58343505859375,0.1276992801919488,35.22964509394572,inputs/guanyinya_2023-06-13-birdnet-15_13_00.mp3
108,liujiaxia_2024-04-21-birdnet-12_22_53,0.2484151546940943,liujiaxia,16.0,6.02933,62.0,5.0,3.0,2.0,392.2708740234375,0.1255665155958411,58.38641188959661,inputs/liujiaxia_2024-04-21-birdnet-12_22_53.mp3
109,yongxing_2023-05-18-birdnet-13_20_35,0.2423004006713689,yongxing,22.0,9.730663333333336,64.0,8.0,1.0,1.0,384.39752197265625,0.1834177552652626,37.06395348837209,inputs/yongxing_2023-05-18-birdnet-13_20_35.mp3
110,liangzhuang_2023-05-25-birdnet-13_33_29,0.2405754321730731,liangzhuang,10.0,3.78533,46.0,6.0,1.0,1.0,377.6909790039063,0.140495867768595,30.12333965844402,inputs/liangzhuang_2023-05-25-birdnet-13_33_29.mp3
111,liujiaxia_2024-04-22-birdnet-09_25_41,0.2404937877145916,liujiaxia,8.0,2.817330000000005,60.0,7.0,1.0,1.0,378.2996826171875,0.1167688616368968,43.94977168949772,inputs/liujiaxia_2024-04-22-birdnet-09_25_41.mp3
