source_row,selection_id,View,Channel,begin_time,end_time,low_freq,high_freq,stable_id,source_stem,audio_duration_s,syllable_duration_s,frequency_box_valid,source_file
27,27,Spectrogram 1,1,11.939103637,12.312340354,0.0,11576.8,b7ae554ee3aee19c534e,liangzhuang_2023-05-25-birdnet-17_26_00_01,13.775125,0.3732367169999993,True,audio/analysis_clips/liangzhuang_2023-05-25-birdnet-17_26_00_01.wav
28,28,Spectrogram 1,1,12.350426419,12.598578398,460.4,10787.5,e80d17c8777b4ca4db97,liangzhuang_2023-05-25-birdnet-17_26_00_01,13.775125,0.248151979000001,True,audio/analysis_clips/liangzhuang_2023-05-25-birdnet-17_26_00_01.wav
29,29,Spectrogram 1,1,12.749890581,13.092864861,197.3,14142.1,5bdd3ebf06c41c6bc1d7,liangzhuang_2023-05-25-birdnet-17_26_00_01,13.775125,0.3429742799999999,True,audio/analysis_clips/liangzhuang_2023-05-25-birdnet-17_26_00_01.wav
30,30,Spectrogram 1,1,13.347069328,13.583116333,789.3,13089.7,7f6251f49db539de2943,liangzhuang_2023-05-25-birdnet-17_26_00_01,13.775125,0.2360470049999996,True,audio/analysis_clips/liangzhuang_2023-05-25-birdnet-17_26_00_01.wav
1,1,Spectrogram 1,1,0.421335659,1.050047461,651.2,11348.8,6fc6f8bb920f92197c7b,liangzhuang_2023-05-25-birdnet-17_26_30_01,11.237541666666669,0.628711802,True,audio/analysis_clips/liangzhuang_2023-05-25-birdnet-17_26_30_01.wav
2,2,Spectrogram 1,1,1.056630831,1.343007412,837.2,11255.8,83d32de9f06e5e7ec7e6,liangzhuang_2023-05-25-birdnet-17_26_30_01,11.237541666666669,0.2863765809999998,True,audio/analysis_clips/liangzhuang_2023-05-25-birdnet-17_26_30_01.wav
3,3,Spectrogram 1,1,1.47796649,1.840051821,744.2,12744.2,7c288fb31f58bb870fb5,liangzhuang_2023-05-25-birdnet-17_26_30_01,11.237541666666669,0.362085331,True,audio/analysis_clips/liangzhuang_2023-05-25-birdnet-17_26_30_01.wav
4,4,Spectrogram 1,1,1.892718779,2.304179383,837.2,10976.7,e345726958f752232d38,liangzhuang_2023-05-25-birdnet-17_26_30_01,11.237541666666669,0.4114606040000002,True,audio/analysis_clips/liangzhuang_2023-05-25-birdnet-17_26_30_01.wav
5,5,Spectrogram 1,1,2.521430581,2.952641294,558.1,13209.3,2f61722300c2a1ce56ce,liangzhuang_2023-05-25-birdnet-17_26_30_01,11.237541666666669,0.431210713,True,audio/analysis_clips/liangzhuang_2023-05-25-birdnet-17_26_30_01.wav
6,6,Spectrogram 1,1,3.021766676,3.505644346,837.2,13116.3,b4b5e86d52a7c289b8c9,liangzhuang_2023-05-25-birdnet-17_26_30_01,11.237541666666669,0.48387767,True,audio/analysis_clips/liangzhuang_2023-05-25-birdnet-17_26_30_01.wav
7,7,Spectrogram 1,1,4.144231204,4.845360073,651.2,13023.3,56a72334c466a0744a9d,liangzhuang_2023-05-25-birdnet-17_26_30_01,11.237541666666669,0.7011288690000006,True,audio/analysis_clips/liangzhuang_2023-05-25-birdnet-17_26_30_01.wav
8,8,Spectrogram 1,1,4.91119377,5.20415372,744.2,13395.3,b94e9d9bccec121f354a,liangzhuang_2023-05-25-birdnet-17_26_30_01,11.237541666666669,0.2929599500000002,True,audio/analysis_clips/liangzhuang_2023-05-25-birdnet-17_26_30_01.wav
9,9,Spectrogram 1,1,5.29302921,5.757156772,1302.3,14697.7,19cfe513db159f5b61a9,liangzhuang_2023-05-25-birdnet-17_26_30_01,11.237541666666669,0.4641275619999998,True,audio/analysis_clips/liangzhuang_2023-05-25-birdnet-17_26_30_01.wav
10,10,Spectrogram 1,1,5.770323511,6.040241667,279.1,15907.0,90f0174828e7e2338647,liangzhuang_2023-05-25-birdnet-17_26_30_01,11.237541666666669,0.2699181560000001,True,audio/analysis_clips/liangzhuang_2023-05-25-birdnet-17_26_30_01.wav
11,11,Spectrogram 1,1,6.501077544,6.863162875,930.2,14976.7,25123b9e86cd879d60d7,liangzhuang_2023-05-25-birdnet-17_26_30_01,11.237541666666669,0.3620853310000003,True,audio/analysis_clips/liangzhuang_2023-05-25-birdnet-17_26_30_01.wav
12,12,Spectrogram 1,1,6.86645456,7.264748425,837.2,14697.7,ac4e43d8fe6a55fd27f4,liangzhuang_2023-05-25-birdnet-17_26_30_01,11.237541666666669,0.3982938649999994,True,audio/analysis_clips/liangzhuang_2023-05-25-birdnet-17_26_30_01.wav
13,13,Spectrogram 1,1,7.300956958,7.738751041,837.2,11255.8,b0a0517cee463e6c7415,liangzhuang_2023-05-25-birdnet-17_26_30_01,11.237541666666669,0.437794083,True,audio/analysis_clips/liangzhuang_2023-05-25-birdnet-17_26_30_01.wav
14,14,Spectrogram 1,1,7.738751043,8.041586047,930.2,10511.6,aad06b24cd54d0fe5955,liangzhuang_2023-05-25-birdnet-17_26_30_01,11.237541666666669,0.3028350039999994,True,audio/analysis_clips/liangzhuang_2023-05-25-birdnet-17_26_30_01.wav
15,15,Spectrogram 1,1,8.235795453,8.637381002,1302.3,11441.9,97251018669dddb26392,liangzhuang_2023-05-25-birdnet-17_26_30_01,11.237541666666669,0.401585549,True,audio/analysis_clips/liangzhuang_2023-05-25-birdnet-17_26_30_01.wav
16,16,Spectrogram 1,1,9.002758018,9.213425848,930.2,9116.3,e956e3fc53f69e12c8ae,liangzhuang_2023-05-25-birdnet-17_26_30_01,11.237541666666669,0.2106678300000002,True,audio/analysis_clips/liangzhuang_2023-05-25-birdnet-17_26_30_01.wav
17,17,Spectrogram 1,1,9.374718404,9.677553409,1023.3,11255.8,1faa440f00bd23a7edae,liangzhuang_2023-05-25-birdnet-17_26_30_01,11.237541666666669,0.3028350050000004,True,audio/analysis_clips/liangzhuang_2023-05-25-birdnet-17_26_30_01.wav
18,18,Spectrogram 1,1,9.825679226,10.151556025,465.1,10790.7,c1e2a20f292b43b9edc9,liangzhuang_2023-05-25-birdnet-17_26_30_01,11.237541666666669,0.3258767989999995,True,audio/analysis_clips/liangzhuang_2023-05-25-birdnet-17_26_30_01.wav
19,19,Spectrogram 1,1,10.303052279,10.553220326,1953.5,12558.1,5345984a4ef1b2123500,liangzhuang_2023-05-25-birdnet-17_26_30_01,11.237541666666669,0.2501680470000007,True,audio/analysis_clips/liangzhuang_2023-05-25-birdnet-17_26_30_01.wav
20,20,Spectrogram 1,1,10.852763646,11.079889899,1302.3,12837.2,4f95700e49b5de641f30,liangzhuang_2023-05-25-birdnet-17_26_30_01,11.237541666666669,0.2271262529999997,True,audio/analysis_clips/liangzhuang_2023-05-25-birdnet-17_26_30_01.wav
1,1,Spectrogram 1,1,0.294476881,0.609439109,131.6,14142.1,8b5564dec5fe3fb2a662,liangzhuang_2023-05-26-birdnet-09_12_03_01,8.741916666666667,0.3149622279999999,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_12_03_01.wav
2,2,Spectrogram 1,1,0.774965082,1.095452978,65.8,13615.9,3c439423dc739a39cf83,liangzhuang_2023-05-26-birdnet-09_12_03_01,8.741916666666667,0.3204878959999999,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_12_03_01.wav
3,3,Spectrogram 1,1,1.252980927,1.597007482,263.1,13813.2,5c374d862b2da10a4f1b,liangzhuang_2023-05-26-birdnet-09_12_03_01,8.741916666666667,0.3440265549999999,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_12_03_01.wav
4,4,Spectrogram 1,1,1.128044968,1.216767606,657.8,12760.8,50c3e14ff6e456f69531,liangzhuang_2023-05-26-birdnet-09_12_03_01,8.741916666666667,0.0887226379999999,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_12_03_01.wav
5,5,Spectrogram 1,1,1.705647447,2.026135343,723.6,13484.4,ba4fb85881855dfb260a,liangzhuang_2023-05-26-birdnet-09_12_03_01,8.741916666666667,0.3204878959999999,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_12_03_01.wav
6,6,Spectrogram 1,1,2.154962107,2.513473991,526.2,13221.3,456d2e5d10b13333e7bf,liangzhuang_2023-05-26-birdnet-09_12_03_01,8.741916666666667,0.3585118840000003,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_12_03_01.wav
7,7,Spectrogram 1,1,3.154449783,3.465884349,789.3,11116.4,da2ba79f84852aef31c7,liangzhuang_2023-05-26-birdnet-09_12_03_01,8.741916666666667,0.3114345659999999,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_12_03_01.wav
8,8,Spectrogram 1,1,3.496665672,3.57633498,394.7,11971.5,67b88171e154594beadc,liangzhuang_2023-05-26-birdnet-09_12_03_01,8.741916666666667,0.0796693080000001,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_12_03_01.wav
9,9,Spectrogram 1,1,3.637897627,3.954764191,460.4,12366.1,8b2ecde596f10f4c6239,liangzhuang_2023-05-26-birdnet-09_12_03_01,8.741916666666667,0.3168665640000001,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_12_03_01.wav
10,11,Spectrogram 1,1,4.076078818,4.35673206,328.9,12563.5,a68202aafb3af94f2418,liangzhuang_2023-05-26-birdnet-09_12_03_01,8.741916666666667,0.2806532419999996,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_12_03_01.wav
11,12,Spectrogram 1,1,4.561337327,4.765942594,986.7,11774.2,8ae50d28df0b808bd253,liangzhuang_2023-05-26-birdnet-09_12_03_01,8.741916666666667,0.2046052669999998,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_12_03_01.wav
12,13,Spectrogram 1,1,5.033921165,5.444942365,986.7,10524.4,10f5b653ae6d9e737438,liangzhuang_2023-05-26-birdnet-09_12_03_01,8.741916666666667,0.4110212000000004,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_12_03_01.wav
13,14,Spectrogram 1,1,5.549960998,5.888555555,394.7,11774.2,afa6ba89e1daa1b91237,liangzhuang_2023-05-26-birdnet-09_12_03_01,8.741916666666667,0.3385945569999995,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_12_03_01.wav
14,15,Spectrogram 1,1,5.95393147,6.232774047,197.3,11708.4,10bf413f79dae893e7d9,liangzhuang_2023-05-26-birdnet-09_12_03_01,8.741916666666667,0.2788425770000007,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_12_03_01.wav
15,16,Spectrogram 1,1,6.450053976,6.795891197,526.2,13879.0,1e29fec6232ebe0fd513,liangzhuang_2023-05-26-birdnet-09_12_03_01,8.741916666666667,0.345837221,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_12_03_01.wav
16,17,Spectrogram 1,1,6.976957805,7.339091021,460.4,11511.0,c3f7c59ff4f03a712e5b,liangzhuang_2023-05-26-birdnet-09_12_03_01,8.741916666666667,0.3621332160000001,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_12_03_01.wav
17,18,Spectrogram 1,1,7.556370951,7.820728199,592.0,12037.3,1896383c5e2c7b75e34b,liangzhuang_2023-05-26-birdnet-09_12_03_01,8.741916666666667,0.2643572480000005,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_12_03_01.wav
18,19,Spectrogram 1,1,7.973036318,8.298956212,723.6,11247.9,b8da06b2370a6bf76e80,liangzhuang_2023-05-26-birdnet-09_12_03_01,8.741916666666667,0.3259198940000001,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_12_03_01.wav
19,20,Spectrogram 1,1,8.344222864,8.615822776,855.1,12234.6,94b753936d0f19cd241e,liangzhuang_2023-05-26-birdnet-09_12_03_01,8.741916666666667,0.2715999119999992,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_12_03_01.wav
1,1,Spectrogram 1,1,0.080471635,0.349635378,342.2,9112.3,a98b2fa72ec7f522b210,liangzhuang_2023-05-26-birdnet-09_19_33_01,4.736625,0.269163743,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_19_33_01.wav
2,3,Spectrogram 1,1,0.441206548,0.901837283,544.5,9740.7,a4c5ceaf7992dd5a3700,liangzhuang_2023-05-26-birdnet-09_19_33_01,4.736625,0.460630735,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_19_33_01.wav
3,4,Spectrogram 1,1,0.99063357,1.223723821,181.5,10708.7,11a0e8716f9dab275123,liangzhuang_2023-05-26-birdnet-09_19_33_01,4.736625,0.2330902510000001,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_19_33_01.wav
4,5,Spectrogram 1,1,1.759276423,2.067288542,1028.5,11071.7,f5d18a08a36086526a93,liangzhuang_2023-05-26-birdnet-09_19_33_01,4.736625,0.308012119,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_19_33_01.wav
5,6,Spectrogram 1,1,2.183833668,2.46687183,665.5,11737.2,c94f0ca921b2b8b2c6b2,liangzhuang_2023-05-26-birdnet-09_19_33_01,4.736625,0.283038162,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_19_33_01.wav
6,7,Spectrogram 1,1,2.744360225,3.324310969,242.0,10769.2,5b5090422a5a1ea581bd,liangzhuang_2023-05-26-birdnet-09_19_33_01,4.736625,0.579950744,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_19_33_01.wav
7,8,Spectrogram 1,1,3.443630979,3.762742633,423.5,10164.2,02c16b480271847632a6,liangzhuang_2023-05-26-birdnet-09_19_33_01,4.736625,0.3191116539999998,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_19_33_01.wav
8,10,Spectrogram 1,1,3.840439384,4.303845003,665.5,10406.2,7b12ba3636585213e80f,liangzhuang_2023-05-26-birdnet-09_19_33_01,4.736625,0.463405619,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_19_33_01.wav
9,11,Spectrogram 1,1,4.423165013,4.661805033,0.0,9196.2,665277a1b8912537f425,liangzhuang_2023-05-26-birdnet-09_19_33_01,4.736625,0.23864002,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_19_33_01.wav
1,1,Spectrogram 1,1,0.085736917,0.370604736,477.9,9345.1,f22e14af1d627b51e725,liangzhuang_2023-05-26-birdnet-09_19_33_02,6.6764375,0.284867819,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_19_33_02.wav
2,2,Spectrogram 1,1,0.525484328,0.868431994,637.2,10778.8,790ed8b0991f39006ffa,liangzhuang_2023-05-26-birdnet-09_19_33_02,6.6764375,0.342947666,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_19_33_02.wav
3,3,Spectrogram 1,1,1.214145367,1.546030206,637.2,10778.8,9480966787f2de261172,liangzhuang_2023-05-26-birdnet-09_19_33_02,6.6764375,0.331884839,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_19_33_02.wav
4,4,Spectrogram 1,1,1.75345823,2.132360087,0.0,10513.3,a8ede4a9731c1956f67f,liangzhuang_2023-05-26-birdnet-09_19_33_02,6.6764375,0.378901857,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_19_33_02.wav
5,5,Spectrogram 1,1,2.314896748,2.594233154,318.6,9716.8,0f92a08e21a216efd841,liangzhuang_2023-05-26-birdnet-09_19_33_02,6.6764375,0.2793364060000001,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_19_33_02.wav
6,6,Spectrogram 1,1,2.873301294,3.301985877,318.6,9451.3,b8961921f44b6f24569d,liangzhuang_2023-05-26-birdnet-09_19_33_02,6.6764375,0.4286845829999999,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_19_33_02.wav
7,8,Spectrogram 1,1,3.470694003,3.727904753,584.1,9557.5,cf602a0ec5f7c2987852,liangzhuang_2023-05-26-birdnet-09_19_33_02,6.6764375,0.2572107499999996,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_19_33_02.wav
8,9,Spectrogram 1,1,3.940864191,4.358485946,371.7,11734.5,61f7f5017e2a8792281c,liangzhuang_2023-05-26-birdnet-09_19_33_02,6.6764375,0.4176217549999999,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_19_33_02.wav
9,10,Spectrogram 1,1,4.477411346,4.742919217,424.8,9769.9,98c182a902845d99e993,liangzhuang_2023-05-26-birdnet-09_19_33_02,6.6764375,0.2655078709999996,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_19_33_02.wav
10,11,Spectrogram 1,1,5.105226832,5.514551467,690.3,9876.1,53a66f1e10f98b79984b,liangzhuang_2023-05-26-birdnet-09_19_33_02,6.6764375,0.4093246350000008,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_19_33_02.wav
11,12,Spectrogram 1,1,5.730276605,5.962595992,265.5,9610.6,2044a6671873a9f2151d,liangzhuang_2023-05-26-birdnet-09_19_33_02,6.6764375,0.2323193869999995,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_19_33_02.wav
12,13,Spectrogram 1,1,6.142366946,6.546160166,531.0,11044.2,65b6a4df4e8df97f31e7,liangzhuang_2023-05-26-birdnet-09_19_33_02,6.6764375,0.4037932199999998,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_19_33_02.wav
1,1,Spectrogram 1,1,0.076651598,0.341448029,0.0,10232.6,d9e7cb578cc9055038a0,liangzhuang_2023-05-26-birdnet-09_20_03_01,8.410791666666666,0.264796431,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_20_03_01.wav
2,2,Spectrogram 1,1,1.083574867,1.463348695,0.0,11720.9,ecdbc9ee95d329febf60,liangzhuang_2023-05-26-birdnet-09_20_03_01,8.410791666666666,0.379773828,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_20_03_01.wav
3,3,Spectrogram 1,1,0.679411894,0.961629143,0.0,11162.8,eeeaf74859c242453309,liangzhuang_2023-05-26-birdnet-09_20_03_01,8.410791666666666,0.282217249,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_20_03_01.wav
4,4,Spectrogram 1,1,1.606199401,1.85009085,0.0,9674.4,73ab15dcabf78db8ca3d,liangzhuang_2023-05-26-birdnet-09_20_03_01,8.410791666666666,0.2438914489999999,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_20_03_01.wav
5,5,Spectrogram 1,1,1.919774121,2.522534417,0.0,11162.8,391224b17ed103537c99,liangzhuang_2023-05-26-birdnet-09_20_03_01,8.410791666666666,0.6027602960000003,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_20_03_01.wav
6,6,Spectrogram 1,1,2.567828544,2.832425888,0.0,10883.7,cb11e1604995c4661815,liangzhuang_2023-05-26-birdnet-09_20_03_01,8.410791666666666,0.2645973439999998,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_20_03_01.wav
7,7,Spectrogram 1,1,3.456290251,3.926652332,0.0,11069.8,ff08436f28944db0384f,liangzhuang_2023-05-26-birdnet-09_20_03_01,8.410791666666666,0.4703620810000002,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_20_03_01.wav
8,8,Spectrogram 1,1,4.905901395,5.372779312,0.0,10418.6,a8c28a10dcede9641469,liangzhuang_2023-05-26-birdnet-09_20_03_01,8.410791666666666,0.4668779169999997,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_20_03_01.wav
9,9,Spectrogram 1,1,7.362236704,7.884861238,0.0,11069.8,ab98a0a6d32fd32714b1,liangzhuang_2023-05-26-birdnet-09_20_03_01,8.410791666666666,0.5226245340000002,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_20_03_01.wav
10,11,Spectrogram 1,1,2.849846706,3.424733693,0.0,10697.7,2bdb02ebeca3aafd8de7,liangzhuang_2023-05-26-birdnet-09_20_03_01,8.410791666666666,0.5748869869999997,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_20_03_01.wav
11,12,Spectrogram 1,1,3.954326554,4.382878672,0.0,9860.5,e8bdc487c3c9da35a40f,liangzhuang_2023-05-26-birdnet-09_20_03_01,8.410791666666666,0.4285521180000002,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_20_03_01.wav
12,13,Spectrogram 1,1,4.456046107,4.800978299,0.0,11814.0,30964fde087056496723,liangzhuang_2023-05-26-birdnet-09_20_03_01,8.410791666666666,0.3449321919999999,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_20_03_01.wav
13,16,Spectrogram 1,1,5.414191086,5.68247168,186.0,10418.6,9195b3b17235608856ec,liangzhuang_2023-05-26-birdnet-09_20_03_01,8.410791666666666,0.2682805940000001,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_20_03_01.wav
14,17,Spectrogram 1,1,5.828209467,6.235856604,0.0,9767.4,09e3be4a2539d87cb26b,liangzhuang_2023-05-26-birdnet-09_20_03_01,8.410791666666666,0.4076471370000005,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_20_03_01.wav
15,18,Spectrogram 1,1,6.43226392,6.892173509,0.0,11348.8,a4bb88bdbd89ec30625a,liangzhuang_2023-05-26-birdnet-09_20_03_01,8.410791666666666,0.4599095890000004,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_20_03_01.wav
16,19,Spectrogram 1,1,6.937467636,7.160454104,651.2,9860.5,1d1d253131a8c0399a8a,liangzhuang_2023-05-26-birdnet-09_20_03_01,8.410791666666666,0.2229864680000002,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_20_03_01.wav
17,20,Spectrogram 1,1,7.918309415,8.190074172,0.0,10139.5,17546a7f02b55a6202f2,liangzhuang_2023-05-26-birdnet-09_20_03_01,8.410791666666666,0.2717647569999988,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_20_03_01.wav
1,1,Spectrogram 1,1,0.108920568,0.574858551,0.0,12093.0,a2810ac5e7655424c874,liangzhuang_2023-05-26-birdnet-09_21_03_01,7.30375,0.465937983,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_21_03_01.wav
2,2,Spectrogram 1,1,0.632344406,0.880441254,0.0,12465.1,5447d4086a1c0beb3c75,liangzhuang_2023-05-26-birdnet-09_21_03_01,7.30375,0.2480968479999999,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_21_03_01.wav
3,3,Spectrogram 1,1,1.555143659,2.027132784,0.0,11162.8,39ba11c61c88bb3adb54,liangzhuang_2023-05-26-birdnet-09_21_03_01,7.30375,0.4719891249999999,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_21_03_01.wav
4,4,Spectrogram 1,1,2.075541926,2.350868916,0.0,10232.6,341b4c78aee88b2ff2ce,liangzhuang_2023-05-26-birdnet-09_21_03_01,7.30375,0.2753269899999999,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_21_03_01.wav
5,5,Spectrogram 1,1,2.468866197,2.883369468,0.0,11162.8,d4330bdf484f5ebc9dd4,liangzhuang_2023-05-26-birdnet-09_21_03_01,7.30375,0.414503271,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_21_03_01.wav
6,6,Spectrogram 1,1,2.959008751,3.430997877,0.0,10604.7,c89e7c69ace6e4e09c34,liangzhuang_2023-05-26-birdnet-09_21_03_01,7.30375,0.471989126,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_21_03_01.wav
7,7,Spectrogram 1,1,3.489780415,3.713672692,0.0,10046.5,828cb53469dbbf95e124,liangzhuang_2023-05-26-birdnet-09_21_03_01,7.30375,0.223892277,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_21_03_01.wav
8,8,Spectrogram 1,1,4.043459966,4.563858233,0.0,10418.6,e336c3f1a20bb5c66426,liangzhuang_2023-05-26-birdnet-09_21_03_01,7.30375,0.520398267,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_21_03_01.wav
9,9,Spectrogram 1,1,4.612267374,4.881543222,0.0,10418.6,03a1e881c51e4d5265f5,liangzhuang_2023-05-26-birdnet-09_21_03_01,7.30375,0.2692758480000004,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_21_03_01.wav
10,10,Spectrogram 1,1,4.999540503,5.386813632,0.0,11069.8,21ce1b8d53a7c1af5239,liangzhuang_2023-05-26-birdnet-09_21_03_01,7.30375,0.3872731289999995,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_21_03_01.wav
11,11,Spectrogram 1,1,5.453376201,5.70147305,279.1,11907.0,82552bd9036201847fb0,liangzhuang_2023-05-26-birdnet-09_21_03_01,7.30375,0.2480968489999995,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_21_03_01.wav
12,12,Spectrogram 1,1,5.804342474,6.088746178,0.0,10976.7,25b483faaa150ccab981,liangzhuang_2023-05-26-birdnet-09_21_03_01,7.30375,0.2844037039999998,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_21_03_01.wav
13,13,Spectrogram 1,1,6.230948031,6.554684162,0.0,11814.0,436c8a136b174ac7ac6e,liangzhuang_2023-05-26-birdnet-09_21_03_01,7.30375,0.3237361310000004,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_21_03_01.wav
14,14,Spectrogram 1,1,6.715039442,7.102312571,0.0,11069.8,051cadb62124777184c2,liangzhuang_2023-05-26-birdnet-09_21_03_01,7.30375,0.3872731289999995,True,audio/analysis_clips/liangzhuang_2023-05-26-birdnet-09_21_03_01.wav
1,1,Spectrogram 1,1,0.005753038,0.276145816,755.9,11149.6,59567b337e163b14e369,liangzhuang_2023-06-04-birdnet-18_05_53_01_01,6.9439375,0.270392778,True,audio/analysis_clips/liangzhuang_2023-06-04-birdnet-18_05_53_01_01.wav
2,2,Spectrogram 1,1,0.348058789,0.696117578,944.9,14173.2,99bc6b36c7d05abfe5e4,liangzhuang_2023-06-04-birdnet-18_05_53_01_01,6.9439375,0.348058789,True,audio/analysis_clips/liangzhuang_2023-06-04-birdnet-18_05_53_01_01.wav
3,3,Spectrogram 1,1,0.802548778,1.182249275,1133.9,11811.0,9e695fca7ddeb2c351cc,liangzhuang_2023-06-04-birdnet-18_05_53_01_01,6.9439375,0.3797004969999999,True,audio/analysis_clips/liangzhuang_2023-06-04-birdnet-18_05_53_01_01.wav
4,4,Spectrogram 1,1,1.527431545,1.80645388,944.9,11055.1,e91edec4e26676cf75cf,liangzhuang_2023-06-04-birdnet-18_05_53_01_01,6.9439375,0.279022335,True,audio/analysis_clips/liangzhuang_2023-06-04-birdnet-18_05_53_01_01.wav
5,5,Spectrogram 1,1,1.83234255,2.117117923,1039.4,13039.4,285d71b082bff80f7cdc,liangzhuang_2023-06-04-birdnet-18_05_53_01_01,6.9439375,0.284775373,True,audio/analysis_clips/liangzhuang_2023-06-04-birdnet-18_05_53_01_01.wav
6,6,Spectrogram 1,1,2.292585577,2.675162593,755.9,15118.1,74e7e3b66e39f3709604,liangzhuang_2023-06-04-birdnet-18_05_53_01_01,6.9439375,0.3825770159999999,True,audio/analysis_clips/liangzhuang_2023-06-04-birdnet-18_05_53_01_01.wav
7,7,Spectrogram 1,1,2.747075566,3.21594815,755.9,10866.1,0c87c9ab3c8d7e6c5d1e,liangzhuang_2023-06-04-birdnet-18_05_53_01_01,6.9439375,0.4688725840000001,True,audio/analysis_clips/liangzhuang_2023-06-04-birdnet-18_05_53_01_01.wav
8,8,Spectrogram 1,1,3.363308109,3.777526833,566.9,13984.3,a47fd5ef4652d5f46b8b,liangzhuang_2023-06-04-birdnet-18_05_53_01_01,6.9439375,0.4142187239999999,True,audio/analysis_clips/liangzhuang_2023-06-04-birdnet-18_05_53_01_01.wav
