syllable_structure,bucket_a,bucket_b,n_a,n_b,recordings_a,recordings_b,n_pair_recordings,pairwise_recording_ba,ba_status,knn_cross_group_mixing,distance_perceptual_94d,distance_logmel_pca30,distance_fused_60d,distance_composite_nonnoise,bootstrap_distance_ci_low,bootstrap_distance_ci_high,bootstrap_coassignment_adaptive,distance_perceptual_94d_percentile,distance_logmel_pca30_percentile,distance_fused_60d_percentile,distance_composite_nonnoise_percentile,n_primary_views_near,evidence_adequate,recommendation,merge_evidence_score
single,single_group_03,single_group_11,125,55,42,16,52,1.0,ok,0.0077777777777777776,7.792445182800293,0.8265278832612818,1.1156756088168116,1.147255910781191,1.0300065279006958,1.2732652425765991,0.01,0.7472527472527473,0.5494505494505495,0.5824175824175825,0.6813186813186813,0,True,keep_separate,0.08112698412698412
single,single_group_08,single_group_11,41,55,16,16,30,1.0,ok,0.027083333333333334,5.340146064758301,0.9348012481634586,1.1459146536976963,1.0461374783416748,1.0465917587280273,1.3343371152877808,0.0,0.32967032967032966,0.7582417582417582,0.6593406593406593,0.5274725274725275,0,True,keep_separate,0.08014194139194139
single,single_group_06,single_group_11,29,55,11,16,25,0.9827586206896552,ok,0.030952380952380953,8.612462997436523,0.9164150773234723,1.172106078686713,1.1014025141028507,1.1056023836135864,1.4203615188598633,0.01,0.9010989010989011,0.7362637362637363,0.7142857142857143,0.6153846153846154,0,True,keep_separate,0.07789907793356066
single,single_group_07,single_group_11,31,55,16,16,32,0.9838709677419355,ok,0.018604651162790697,7.49428653717041,0.8940628183089793,1.149143468859196,1.1606571411042654,1.0736708641052246,1.4448679685592651,0.0,0.6923076923076923,0.7032967032967034,0.6703296703296703,0.7032967032967034,0,True,keep_separate,0.07607116064730468
single,single_group_03,single_group_14,125,31,42,5,46,0.9516129032258065,ok,0.01282051282051282,7.230991840362549,1.0509630214432009,1.341915474406201,1.0300490493605934,1.253504753112793,1.5746405124664307,0.0,0.6373626373626373,0.8571428571428571,0.8461538461538461,0.4945054945054945,0,True,keep_separate,0.07510929930284768
single,single_group_07,single_group_12,31,32,16,10,26,0.984375,ok,0.07936507936507936,5.884663105010986,0.9055511613635143,1.1776098584685872,1.2487586432929247,1.1383051872253418,1.5082889795303345,0.0,0.46153846153846156,0.7142857142857143,0.7252747252747253,0.8021978021978022,0,True,keep_separate,0.07478441697191696
single,single_group_01,single_group_14,470,31,97,5,98,0.9516129032258065,ok,0.005588822355289421,8.457038879394531,1.0373885117309973,1.3567014957620591,0.9894842326421551,1.283259630203247,1.5821731090545654,0.0,0.8901098901098901,0.8461538461538461,0.8681318681318682,0.4175824175824176,0,True,keep_separate,0.07421241175925353
single,single_group_05,single_group_11,83,55,38,16,52,0.990909090909091,ok,0.008695652173913044,7.683127403259277,0.8811641359584409,1.1512061996313465,1.1589153270075099,1.0986469984054565,1.3006573915481567,0.01,0.7142857142857143,0.6593406593406593,0.6813186813186813,0.6923076923076923,0,True,keep_separate,0.07047139816705031
single,single_group_08,single_group_12,41,32,16,10,25,0.96875,ok,0.04657534246575343,7.368569850921631,0.9238656978653992,1.2488344072982185,1.3182795506174227,1.1586151123046875,1.567192792892456,0.0,0.6483516483516484,0.7472527472527473,0.7692307692307693,0.8571428571428571,0,True,keep_separate,0.06669831025139245
single,single_group_09,single_group_10,32,59,17,20,33,0.9915254237288136,ok,0.02857142857142857,8.741599082946777,0.8896828811776083,1.239904521247728,1.094705504083032,1.1469604969024658,1.509339690208435,0.0,0.9120879120879121,0.6813186813186813,0.7582417582417582,0.5934065934065934,0,True,keep_separate,0.06654498044328552
single,single_group_06,single_group_14,29,31,11,5,16,0.967741935483871,ok,0.023333333333333334,7.413507461547852,1.0642838987131709,1.4024693375635604,1.1403842911719324,1.3790935277938843,1.7198776006698608,0.0,0.6703296703296703,0.8901098901098901,0.8791208791208791,0.6703296703296703,0,True,keep_separate,0.05541108354011579
single,single_group_02,single_group_14,53,31,25,5,30,0.967741935483871,ok,0.01904761904761905,8.884208679199219,1.0608502075170652,1.4043120371106341,1.132596840250359,1.35812246799469,1.652056097984314,0.0,0.9230769230769231,0.8791208791208791,0.8901098901098901,0.6593406593406593,0,True,keep_separate,0.053455039584071835
single,single_group_09,single_group_11,32,55,17,16,30,1.0,ok,0.02528735632183908,7.6559529304504395,0.977485485050065,1.2590466901326323,1.1661235059889794,1.1282250881195068,1.4616870880126953,0.0,0.7032967032967034,0.7692307692307693,0.7802197802197802,0.7142857142857143,0,True,keep_separate,0.05231021851711507
single,single_group_09,single_group_14,32,31,17,5,21,0.9838709677419355,ok,0.02857142857142857,7.979106903076172,1.151351908465267,1.47401593563203,1.0320244994381298,1.4059443473815918,1.6931219100952148,0.0,0.8131868131868132,0.945054945054945,0.9230769230769231,0.5054945054945055,0,True,keep_separate,0.050042538107054224
single,single_group_04,single_group_14,104,31,45,5,48,0.967741935483871,ok,0.01037037037037037,9.488020896911621,1.071692549684865,1.4474695190297084,1.1946358900754723,1.3690979480743408,1.647044062614441,0.0,0.978021978021978,0.9010989010989011,0.9120879120879121,0.7362637362637363,0,True,keep_separate,0.044576732705764954
single,single_group_10,single_group_12,59,32,20,10,27,1.0,ok,0.035164835164835165,9.159692764282227,0.9941036751979759,1.298002225864662,1.3293325017736177,1.2723619937896729,1.74535071849823,0.0,0.9340659340659341,0.8021978021978022,0.8131868131868132,0.8681318681318682,0,True,keep_separate,0.04164835164835164
single,single_group_07,single_group_14,31,31,16,5,19,0.967741935483871,ok,0.03870967741935484,7.712575912475586,1.1468752136020757,1.4834611538138964,1.2497462127685621,1.4244850873947144,1.7745897769927979,0.0,0.7252747252747253,0.9340659340659341,0.945054945054945,0.8131868131868132,0,True,keep_separate,0.04145338532435306
single,single_group_11,single_group_14,55,31,16,5,21,0.9516129032258065,ok,0.011627906976744186,10.619105339050293,1.229057762820562,1.5861043486586728,1.3304549474641747,1.5351976156234741,1.7970813512802124,0.0,0.989010989010989,0.989010989010989,0.967032967032967,0.8791208791208791,0,True,keep_separate,0.037508140771456575
single,single_group_11,single_group_12,55,32,16,10,24,1.0,ok,0.029885057471264367,9.1736478805542,1.0547938176764469,1.338223455348315,1.3648149676379178,1.3134241104125977,1.5792559385299683,0.0,0.945054945054945,0.8681318681318682,0.8351648351648352,0.9120879120879121,0,True,keep_separate,0.03509789061513199
single,single_group_12,single_group_14,32,31,10,5,15,0.9838709677419355,ok,0.0380952380952381,7.7970709800720215,1.1315997175148773,1.481219361368341,1.3134636008873903,1.3913917541503906,1.8525795936584473,0.0,0.7692307692307693,0.9120879120879121,0.9340659340659341,0.8461538461538461,0,True,keep_separate,0.03326598133049745
single,single_group_05,single_group_14,83,31,38,5,43,0.967741935483871,ok,0.008771929824561403,7.756472110748291,1.1690699025845097,1.5022161032043475,1.2946990538997198,1.440408706665039,1.7318705320358276,0.0,0.7362637362637363,0.9560439560439561,0.9560439560439561,0.8351648351648352,0,True,keep_separate,0.03271858305814161
