syllable_structure,bucket_a,bucket_b,n_a,n_b,recordings_a,recordings_b,n_pair_recordings,pairwise_recording_ba,ba_status,knn_cross_group_mixing,distance_perceptual_94d,distance_logmel_pca30,distance_fused_60d,distance_composite_nonnoise,bootstrap_distance_ci_low,bootstrap_distance_ci_high,bootstrap_coassignment_adaptive,distance_perceptual_94d_percentile,distance_logmel_pca30_percentile,distance_fused_60d_percentile,distance_composite_nonnoise_percentile,n_primary_views_near,evidence_adequate,recommendation,merge_evidence_score
single,single_group_08,single_group_14,41,31,16,5,21,0.9838709677419355,ok,0.013888888888888888,9.332496643066406,1.2113693895431208,1.599348700673442,1.2201543726562294,1.4958614110946655,1.7982033491134644,0.0,0.967032967032967,0.978021978021978,0.978021978021978,0.7692307692307693,0,True,keep_separate,0.02567745874197487
single,single_group_10,single_group_14,59,31,20,5,25,0.9838709677419355,ok,0.015555555555555555,10.895645141601562,1.2046057246064494,1.6036136453379808,1.2864783966799616,1.5468648672103882,1.923910140991211,0.0,1.0,0.967032967032967,0.989010989010989,0.8241758241758241,0,True,keep_separate,0.021615187679703798
single,single_group_01,single_group_02,470,53,97,25,104,0.769690887193898,ok,0.0745697896749522,2.711683750152588,0.40566455839395515,0.5598600281913468,0.4991505210977329,0.5498563051223755,0.7256070971488953,0.97,0.01098901098901099,0.01098901098901099,0.01098901098901099,0.01098901098901099,3,True,local_boundary_overlap_review,0.42487071214023925
single,single_group_07,single_group_09,31,32,16,17,28,0.7449596774193548,ok,0.19047619047619047,3.8833227157592773,0.6042591679897417,0.8238588773320075,0.90066945562277,0.7487636208534241,1.1565343141555786,0.46,0.08791208791208792,0.14285714285714285,0.15384615384615385,0.2967032967032967,3,True,local_boundary_overlap_review,0.37370331147347274
single,single_group_01,single_group_07,470,31,97,16,99,0.7764927934111188,ok,0.02155688622754491,4.256513595581055,0.5948026944768325,0.7564464725422685,0.7291526972920628,0.6664155125617981,1.0923174619674683,0.76,0.12087912087912088,0.13186813186813187,0.10989010989010989,0.08791208791208792,3,True,local_boundary_overlap_review,0.37118585966082873
single,single_group_03,single_group_07,125,31,42,16,52,0.7985806451612902,ok,0.052564102564102565,4.100667953491211,0.7009470241919775,0.8870351195555195,0.835396000863285,0.8065334558486938,1.1596474647521973,0.76,0.10989010989010989,0.26373626373626374,0.2087912087912088,0.1978021978021978,1,True,local_boundary_overlap_review,0.3460137067233842
double,double_group_01,double_group_02,342,172,90,60,108,0.9373725010199918,ok,0.10428015564202335,3.6771934032440186,0.4069415006593952,0.5266332754592249,0.5733873148028195,0.5423274040222168,0.6429330110549927,1.0,0.3,0.3,0.2,0.1,1,True,keep_separate,0.3171697806184088
double,double_group_01,double_group_03,342,88,90,42,102,0.9223817118553961,ok,0.12465116279069767,3.8289308547973633,0.4050948205579897,0.5627973925440094,0.6455676177180131,0.5585898160934448,0.7055203914642334,1.0,0.4,0.2,0.3,0.4,1,True,keep_separate,0.2987393766304415
double,double_group_02,double_group_04,172,69,60,25,78,0.8795921806538591,ok,0.0987551867219917,3.350972890853882,0.48181109789158144,0.6528209388959142,0.6858719688825322,0.6522526741027832,0.9659576416015625,1.0,0.2,0.5,0.4,0.5,1,True,keep_separate,0.2949549470174688
double,double_group_03,double_group_04,88,69,42,25,65,0.9394762845849802,ok,0.10445859872611465,4.148718357086182,0.5517292403495506,0.7728476304470634,0.7744613974332192,0.7588738799095154,1.0836350917816162,1.0,0.5,0.6,0.6,0.6,0,True,keep_separate,0.23115357745273285
double,double_group_01,double_group_04,342,69,90,25,99,0.9811212814645309,ok,0.03309002433090024,5.688157558441162,0.47609618423028743,0.6817427326926593,0.626509247798509,0.6923120617866516,0.9830315113067627,1.0,0.6,0.4,0.5,0.3,0,True,keep_separate,0.22605736413391458
double,double_group_04,double_group_05,69,23,25,8,30,0.9057971014492754,ok,0.09565217391304348,6.900935173034668,0.8684689306584819,1.0793317398400195,1.2021348811373276,0.969348669052124,1.346754550933838,0.0,0.7,0.8,0.7,0.7,0,True,keep_separate,0.12623188405797103
double,double_group_01,double_group_05,342,23,90,8,91,0.9347826086956521,ok,0.014794520547945205,8.535941123962402,0.8649150075284164,1.1367821420617998,1.210068365543923,0.9979825019836426,1.3431425094604492,0.0,0.9,0.7,0.8,0.8,0,True,keep_separate,0.07556759976176299
double,double_group_02,double_group_05,172,23,60,8,64,0.9347826086956521,ok,0.020512820512820513,7.95245361328125,0.9144696560694059,1.2180631409046043,1.373464408190368,1.093747854232788,1.4287601709365845,0.0,0.8,0.9,0.9,1.0,0,True,keep_separate,0.051711259754738045
double,double_group_03,double_group_05,88,23,42,8,48,0.9565217391304348,ok,0.023423423423423424,8.786789894104004,0.915441028925728,1.262686026129912,1.3643549426067392,1.1341089010238647,1.4762651920318604,0.0,1.0,1.0,1.0,0.9,0,True,keep_separate,0.03142381511946728
double,double_group_02,double_group_03,172,88,60,42,76,0.764931289640592,ok,0.22538461538461538,1.9922130107879639,0.3912203763665054,0.5209995785587667,0.6186934321063182,0.5023737549781799,0.7106494307518005,1.0,0.1,0.1,0.1,0.2,3,True,local_boundary_overlap_review,0.43761127825662716
triple,triple_group_02,triple_group_03,77,42,27,18,40,0.8095238095238095,ok,0.1411764705882353,2.548431634902954,0.5303394264905783,0.6772316180153235,0.8140621586560516,0.6568620204925537,1.0478732585906982,0.69,0.03571428571428571,0.21428571428571427,0.17857142857142858,0.4642857142857143,2,True,keep_separate,0.3424733893557423
triple,triple_group_01,triple_group_03,369,42,89,18,98,0.8497870692992644,ok,0.08856447688564477,3.066985845565796,0.49846534757355326,0.6320443951577239,0.6434825421058744,0.6482239961624146,0.8932823538780212,0.69,0.17857142857142858,0.14285714285714285,0.14285714285714285,0.14285714285714285,3,True,keep_separate,0.33324793215606824
triple,triple_group_01,triple_group_04,369,78,89,17,99,0.8942568271836564,ok,0.08680089485458613,3.1923882961273193,0.4389487292558955,0.5938065283404347,0.5777041214236932,0.5833824276924133,0.8446727991104126,0.78,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.10714285714285714,2,True,keep_separate,0.3321603368076605
triple,triple_group_01,triple_group_05,369,74,89,36,100,0.9391525672013477,ok,0.07494356659142212,2.709761381149292,0.46433223231545534,0.6029852968594418,0.6626591109668436,0.6158719062805176,0.8298646211624146,0.82,0.07142857142857142,0.10714285714285714,0.10714285714285714,0.17857142857142858,3,True,keep_separate,0.3024124297176106
triple,triple_group_04,triple_group_05,78,74,17,36,51,0.9003811503811504,ok,0.10657894736842105,3.451742172241211,0.5058468935861847,0.6913015203216749,0.7368054598111659,0.6756725311279297,0.9701892137527466,0.78,0.25,0.17857142857142858,0.21428571428571427,0.32142857142857145,1,True,keep_separate,0.3009109285688233
triple,triple_group_02,triple_group_05,77,74,27,36,54,0.8853983853983853,ok,0.07947019867549669,3.9146552085876465,0.5498219083601542,0.7624132061400802,0.9062819349321931,0.7667615413665771,0.9948661923408508,0.8,0.42857142857142855,0.2857142857142857,0.32142857142857145,0.7142857142857143,0,True,keep_separate,0.26926627560733524
triple,triple_group_01,triple_group_06,369,20,89,14,92,0.8742547425474255,ok,0.06323907455012853,2.974247455596924,0.5802827521001402,0.7082624141654896,0.7184801685359495,0.686164915561676,1.021143913269043,0.37,0.14285714285714285,0.32142857142857145,0.25,0.25,1,True,keep_separate,0.26252044363631294
triple,triple_group_02,triple_group_06,77,20,27,14,39,0.8295454545454546,ok,0.1154639175257732,3.772084951400757,0.6659241557022643,0.8415099101597554,0.8236858048525114,0.8185021281242371,1.1147085428237915,0.36,0.32142857142857145,0.5357142857142857,0.4642857142857143,0.5357142857142857,0,True,keep_separate,0.24789148480385592
triple,triple_group_01,triple_group_07,369,39,89,16,89,0.8656451949134876,ok,0.06568627450980392,5.351046085357666,0.6214819489727235,0.8332263970583579,0.5409338585100509,0.673346757888794,1.1349953413009644,0.16,0.7142857142857143,0.35714285714285715,0.42857142857142855,0.03571428571428571,0,True,keep_separate,0.2302432288737884
triple,triple_group_03,triple_group_04,42,78,18,17,34,0.88003663003663,ok,0.06333333333333334,3.7904574871063232,0.6372576257373661,0.8147558651812148,0.8842679969353878,0.8176093101501465,1.1010663509368896,0.47,0.39285714285714285,0.4642857142857143,0.39285714285714285,0.6428571428571429,0,True,keep_separate,0.22857692307692307
triple,triple_group_02,triple_group_04,77,78,27,17,43,0.9614552114552115,ok,0.04,3.7828190326690674,0.5440488082161745,0.7768674164201486,0.8365541044121242,0.7607831358909607,1.0408170223236084,0.76,0.35714285714285715,0.25,0.35714285714285715,0.5714285714285714,0,True,keep_separate,0.22112953712953712
triple,triple_group_02,triple_group_07,77,39,27,16,38,0.8586413586413586,ok,0.15689655172413794,5.360715866088867,0.6765055544909729,0.9399203453808245,0.6674755940003404,0.7941414713859558,1.2189853191375732,0.15,0.75,0.5714285714285714,0.6071428571428571,0.21428571428571427,0,True,keep_separate,0.215272916738434
triple,triple_group_03,triple_group_05,42,74,18,36,46,0.926962676962677,ok,0.07241379310344828,4.179623126983643,0.6507564002486349,0.8688938591950839,0.8910057307418384,0.8755024075508118,1.1310408115386963,0.52,0.5357142857142857,0.5,0.5357142857142857,0.6785714285714286,0,True,keep_separate,0.1887157058536369
triple,triple_group_05,triple_group_06,74,20,36,14,45,0.9114864864864864,ok,0.1148936170212766,4.241555690765381,0.6224112555056335,0.8469259294971989,0.8634589398533048,0.8354752063751221,1.1175074577331543,0.25,0.5714285714285714,0.39285714285714285,0.5,0.6071428571428571,0,True,keep_separate,0.18687833730386924
triple,triple_group_03,triple_group_07,42,39,18,16,32,0.8736263736263736,ok,0.14814814814814814,6.061498641967773,0.7859175940257297,0.98639059614333,0.721970636338508,0.764302670955658,1.3978561162948608,0.11,0.9285714285714286,0.7142857142857143,0.75,0.2857142857142857,0,True,keep_separate,0.17703072853072854
triple,triple_group_04,triple_group_06,78,20,17,14,30,0.8935897435897436,ok,0.07755102040816327,4.087162494659424,0.6966218308908002,0.8891632277301257,0.9070690388061159,0.8786526918411255,1.1856188774108887,0.21,0.5,0.6428571428571429,0.5714285714285714,0.75,0,True,keep_separate,0.16650104657247514
triple,triple_group_04,triple_group_07,78,39,17,16,31,0.9166666666666667,ok,0.1111111111111111,6.354119300842285,0.6844201237648394,0.9514245127237306,0.7406622984242591,0.8271194696426392,1.3129299879074097,0.1,0.9642857142857143,0.6071428571428571,0.6428571428571429,0.35714285714285715,0,True,keep_separate,0.15960317460317455
triple,triple_group_06,triple_group_07,20,39,14,16,28,0.8730769230769231,ok,0.23728813559322035,6.0321455001831055,0.8959929927834619,1.0968978833586125,0.8201672277289727,0.9249981045722961,1.3987300395965576,0.0,0.8928571428571429,0.9285714285714286,0.9285714285714286,0.5,0,True,keep_separate,0.14663345129446823
triple,triple_group_05,triple_group_07,74,39,36,16,50,0.9102564102564102,ok,0.06017699115044248,5.765973091125488,0.809750923825698,1.0226145364971468,0.8130673546602285,0.9183774590492249,1.3134751319885254,0.1,0.8571428571428571,0.7857142857142857,0.7857142857142857,0.42857142857142855,0,True,keep_separate,0.12762147881616911
triple,triple_group_01,triple_group_02,369,77,89,27,102,0.7729032485130046,ok,0.09865470852017937,2.7116401195526123,0.401960157496132,0.5366774567853883,0.5698416697038627,0.5223642587661743,0.7289907336235046,0.98,0.10714285714285714,0.03571428571428571,0.03571428571428571,0.07142857142857142,3,True,local_boundary_overlap_review,0.4223507460189621
triple,triple_group_03,triple_group_06,42,20,18,14,29,0.7202380952380952,ok,0.26129032258064516,3.5177602767944336,0.6368235034815615,0.7547426764061695,0.7993059197846166,0.7475016117095947,1.205088496208191,0.3,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.39285714285714285,0,True,local_boundary_overlap_review,0.35963901689708144
triple,triple_group_03,triple_group_08,42,10,18,3,20,0.42857142857142855,ok,0.2,4.049673080444336,0.8032609130673765,0.9528805080344049,0.9642353599836895,0.8982484936714172,1.6105173826217651,0.0,0.4642857142857143,0.75,0.6785714285714286,0.8214285714285714,0,True,merge_evidence_review,0.3828571428571429
triple,triple_group_01,triple_group_08,369,10,89,3,89,0.4932249322493225,ok,0.022691292875989446,5.343900203704834,0.7647064552295898,0.9843984012125349,0.933905321645151,0.9605525135993958,1.4771583080291748,0.0,0.6785714285714286,0.6785714285714286,0.7142857142857143,0.7857142857142857,0,True,merge_evidence_review,0.31149722102196525
triple,triple_group_06,triple_group_08,20,10,14,3,15,0.475,ok,0.19333333333333333,5.506653785705566,1.031415985654008,1.2002741197773996,1.228359224155205,1.0848524570465088,1.7065731287002563,0.0,0.7857142857142857,1.0,0.9642857142857143,1.0,0,True,merge_evidence_review,0.30652380952380953
triple,triple_group_02,triple_group_08,77,10,27,3,30,0.5175324675324675,ok,0.0367816091954023,4.55016565322876,0.8384759205874209,1.0341248102725265,1.1530309975918964,0.9736751317977905,1.5889517068862915,0.0,0.6071428571428571,0.8571428571428571,0.8214285714285714,0.9642857142857143,0,True,merge_evidence_review,0.2771615166442753
triple,triple_group_04,triple_group_08,78,10,17,3,19,0.55,ok,0.04772727272727273,4.831229209899902,0.8656770422459616,1.0765755582584462,1.0994403732150002,1.0213497877120972,1.743620753288269,0.0,0.6428571428571429,0.8928571428571429,0.8571428571428571,0.8928571428571429,0,True,merge_evidence_review,0.2613311688311688
triple,triple_group_05,triple_group_08,74,10,36,3,37,0.55,ok,0.05238095238095238,5.69254207611084,0.8221181625114439,1.0849009991063812,1.1187761485763248,1.0656664371490479,1.63578200340271,0.0,0.8214285714285714,0.8214285714285714,0.8928571428571429,0.9285714285714286,0,True,merge_evidence_review,0.2551190476190476
triple,triple_group_07,triple_group_08,39,10,16,3,18,0.6,ok,0.12653061224489795,7.928922176361084,0.9856755349946784,1.2985081880108662,1.0428453201721852,1.127585530281067,1.6655268669128418,0.0,1.0,0.9642857142857143,1.0,0.8571428571428571,0,True,merge_evidence_review,0.23244897959183675
