file,kind,source,base_recording,site,region,year,src_path
yongxing_2024-04-21-birdnet-08_45_45__bout_006.wav,pipeline,2024_ruleC,yongxing_2024-04-21-birdnet-08_45_45,yongxing,polluted,2024,tmp/test_knn_2024/song_selection/listen_2024/1_ruleC_song/yongxing_2024-04-21-birdnet-08_45_45__bout_006.wav
yongxing_2024-04-21-birdnet-09_00_45__bout_006.wav,pipeline,2024_ruleC,yongxing_2024-04-21-birdnet-09_00_45,yongxing,polluted,2024,tmp/test_knn_2024/song_selection/listen_2024/1_ruleC_song/yongxing_2024-04-21-birdnet-09_00_45__bout_006.wav
yongxing_2024-04-21-birdnet-09_01_15__bout_004.wav,pipeline,2024_ruleD,yongxing_2024-04-21-birdnet-09_01_15,yongxing,polluted,2024,tmp/test_knn_2024/song_selection/listen_2024/2_ruleD_song/yongxing_2024-04-21-birdnet-09_01_15__bout_004.wav
yongxing_2024-04-21-birdnet-09_02_45__bout_006.wav,pipeline,2024_ruleD,yongxing_2024-04-21-birdnet-09_02_45,yongxing,polluted,2024,tmp/test_knn_2024/song_selection/listen_2024/2_ruleD_song/yongxing_2024-04-21-birdnet-09_02_45__bout_006.wav
yongxing_2024-04-21-birdnet-09_56_15_01.wav,manual,manual_2person,yongxing_2024-04-21-birdnet-09_56_15,yongxing,polluted,2024,birdsongs/wav_manul_seg_final_bandpass/yongxing_2024-04-21-birdnet-09_56_15_01.wav
yongxing_2024-04-21-birdnet-11_13_46_01.wav,manual,manual_2person,yongxing_2024-04-21-birdnet-11_13_46,yongxing,polluted,2024,birdsongs/wav_manul_seg_final_bandpass/yongxing_2024-04-21-birdnet-11_13_46_01.wav
yongxing_2024-04-21-birdnet-11_20_46_01.wav,manual,manual_2person,yongxing_2024-04-21-birdnet-11_20_46,yongxing,polluted,2024,birdsongs/wav_manul_seg_final_bandpass/yongxing_2024-04-21-birdnet-11_20_46_01.wav
yongxing_2024-04-21-birdnet-11_39_16__bout_005.wav,pipeline,2024_ruleC,yongxing_2024-04-21-birdnet-11_39_16,yongxing,polluted,2024,tmp/test_knn_2024/song_selection/listen_2024/1_ruleC_song/yongxing_2024-04-21-birdnet-11_39_16__bout_005.wav
yongxing_2024-04-21-birdnet-12_45_17__bout_004.wav,pipeline,2024_ruleC,yongxing_2024-04-21-birdnet-12_45_17,yongxing,polluted,2024,tmp/test_knn_2024/song_selection/listen_2024/1_ruleC_song/yongxing_2024-04-21-birdnet-12_45_17__bout_004.wav
yongxing_2024-04-22-birdnet-14_28_58_01.wav,manual,manual_2person,yongxing_2024-04-22-birdnet-14_28_58,yongxing,polluted,2024,birdsongs/wav_manul_seg_final_bandpass/yongxing_2024-04-22-birdnet-14_28_58_01.wav
yongxing_2024-05-04-birdnet-18_21_38_01.wav,manual,manual_2person,yongxing_2024-05-04-birdnet-18_21_38,yongxing,polluted,2024,birdsongs/wav_manul_seg_final_bandpass/yongxing_2024-05-04-birdnet-18_21_38_01.wav
yongxing_2024-05-04-birdnet-19_44_09.wav,manual,manual_2person,yongxing_2024-05-04-birdnet-19_44_09,yongxing,polluted,2024,birdsongs/wav_manul_seg_final_bandpass/yongxing_2024-05-04-birdnet-19_44_09.wav
yongxing_2024-05-04-birdnet-19_44_39_01.wav,manual,manual_2person,yongxing_2024-05-04-birdnet-19_44_39,yongxing,polluted,2024,birdsongs/wav_manul_seg_final_bandpass/yongxing_2024-05-04-birdnet-19_44_39_01.wav
yongxing_2024-05-06-birdnet-16_05_16__bout_006.wav,pipeline,2024_ruleD,yongxing_2024-05-06-birdnet-16_05_16,yongxing,polluted,2024,tmp/test_knn_2024/song_selection/listen_2024/2_ruleD_song/yongxing_2024-05-06-birdnet-16_05_16__bout_006.wav
yongxing_2024-05-07-birdnet-00_47_50__bout_009.wav,pipeline,2024_ruleC,yongxing_2024-05-07-birdnet-00_47_50,yongxing,polluted,2024,tmp/test_knn_2024/song_selection/listen_2024/1_ruleC_song/yongxing_2024-05-07-birdnet-00_47_50__bout_009.wav
yongxing_2024-07-15-birdnet-18_05_15__bout_003.wav,pipeline,2024_frag,yongxing_2024-07-15-birdnet-18_05_15,yongxing,polluted,2024,tmp/test_knn_2024/song_selection/listen_2024/4_fragmented_song/yongxing_2024-07-15-birdnet-18_05_15__bout_003.wav
yongxing_2024-07-18-birdnet-12_02_49.wav,manual,manual_2person,yongxing_2024-07-18-birdnet-12_02_49,yongxing,polluted,2024,birdsongs/wav_manul_seg_final_bandpass/yongxing_2024-07-18-birdnet-12_02_49.wav
yongxing_2024-07-18-birdnet-16_11_23_01.wav,manual,manual_2person,yongxing_2024-07-18-birdnet-16_11_23,yongxing,polluted,2024,birdsongs/wav_manul_seg_final_bandpass/yongxing_2024-07-18-birdnet-16_11_23_01.wav
yongxing_2024-07-18-birdnet-16_11_23_01_01.wav,manual,manual_2person,yongxing_2024-07-18-birdnet-16_11_23,yongxing,polluted,2024,birdsongs/wav_manul_seg_final_bandpass/yongxing_2024-07-18-birdnet-16_11_23_01_01.wav
yongxing_2024-07-18-birdnet-16_11_53_01.wav,manual,manual_2person,yongxing_2024-07-18-birdnet-16_11_53,yongxing,polluted,2024,birdsongs/wav_manul_seg_final_bandpass/yongxing_2024-07-18-birdnet-16_11_53_01.wav
