source_file,n_seg_all,max_bout_all,bout_dur_all,active_dur_all
guanyinya_2023-06-03-birdnet-11_29_47,45,5,1.5746633333333335,6.126516666666701
guanyinya_2023-06-03-birdnet-11_30_17,49,5,2.442663333333339,9.770503333333362
guanyinya_2023-06-03-birdnet-11_30_47,31,5,2.381330000000002,8.11189666666668
guanyinya_2023-06-03-birdnet-11_31_17,56,5,1.6146633333333327,13.398480000000035
guanyinya_2023-06-03-birdnet-11_32_17,41,6,1.4719966666666693,4.447863333333367
guanyinya_2023-06-03-birdnet-13_48_44,59,13,3.7586633333333346,12.019803333333401
guanyinya_2023-06-03-birdnet-13_55_44,32,6,1.9613300000000038,5.786560000000067
guanyinya_2023-06-03-birdnet-13_56_14,50,5,1.2959966666666665,5.445166666666683
guanyinya_2023-06-03-birdnet-15_14_42,17,8,3.138663333333332,5.250610000000002
guanyinya_2023-06-03-birdnet-15_26_12,34,8,2.746663333333334,7.454553333333366
guanyinya_2023-06-03-birdnet-16_38_10,53,7,3.089330000000004,9.777156666666725
guanyinya_2023-06-03-birdnet-16_38_40,62,6,1.5546633333333375,8.563793333333408
guanyinya_2023-06-03-birdnet-16_39_40,52,10,2.259996666666666,8.382493333333365
guanyinya_2023-06-03-birdnet-18_14_38,20,8,2.815996666666665,4.191933333333312
guanyinya_2023-06-03-birdnet-18_50_37,60,10,2.4826633333333383,12.602466666666714
guanyinya_2023-06-03-birdnet-19_51_36,45,11,3.0866633333333335,6.690516666666687
guanyinya_2023-06-03-birdnet-20_04_06,39,6,2.1346633333333322,9.451870000000005
guanyinya_2023-06-04-birdnet-05_18_24,41,3,1.0946633333333333,9.303863333333336
guanyinya_2023-06-04-birdnet-05_18_54,60,14,5.8959966666666705,16.21180000000001
guanyinya_2023-06-04-birdnet-05_19_24,54,10,4.838663333333333,15.298486666666708
guanyinya_2023-06-04-birdnet-05_19_54,53,10,3.63866333333333,12.050490000000025
guanyinya_2023-06-04-birdnet-05_20_24,56,14,5.635996666666671,14.873146666666692
guanyinya_2023-06-04-birdnet-05_23_54,38,14,7.605330000000002,15.767873333333368
guanyinya_2023-06-04-birdnet-05_24_54,1,1,0.5906633333333318,0.5906633333333318
guanyinya_2023-06-04-birdnet-05_25_24,8,3,1.0679966666666658,3.707973333333337
guanyinya_2023-06-04-birdnet-05_25_54,8,5,3.44133,4.630640000000005
guanyinya_2023-06-04-birdnet-05_26_24,6,2,0.9093299999999971,2.04264666666667
guanyinya_2023-06-04-birdnet-05_27_54,1,1,0.2906633333333346,0.2906633333333346
guanyinya_2023-06-04-birdnet-05_28_54,3,1,0.7639966666666668,1.8919900000000043
guanyinya_2023-06-04-birdnet-05_29_24,4,1,0.44266333333333385,1.4866533333333418
guanyinya_2023-06-04-birdnet-05_29_54,3,1,0.9853299999999985,2.0333233333333327
guanyinya_2023-06-04-birdnet-05_36_54,9,5,2.53199666666667,3.4933033333333414
guanyinya_2023-06-04-birdnet-05_38_24,3,1,0.4559966666666667,1.461323333333337
guanyinya_2023-06-04-birdnet-05_38_54,1,1,0.533330000000003,0.533330000000003
guanyinya_2023-06-04-birdnet-05_39_24,12,5,3.8679966666666665,7.2612933333333345
guanyinya_2023-06-04-birdnet-05_39_54,25,13,5.8373300000000015,8.84925000000003
guanyinya_2023-06-04-birdnet-05_40_23,28,7,4.229330000000001,11.307906666666682
