source_file,n_rel,max_bout,bout_dur,bout_rate,isi_cv,n_song_in_bout,n_types_bout,n_song_total,n_nontype1_total,frac_nontype1,n_distinct_nontype1,bout_start_s,bout_end_s
guanyinya_2023-05-26-birdnet-09_07_13,13.0,1.0,0.17332999999999976,5.769341718109971,,0.0,0.0,3.0,0.0,0.0,0.0,1.1780016666666668,1.3513316666666666
guanyinya_2023-05-26-birdnet-09_07_43,17.0,3.0,1.2106633333333319,2.4779803909151763,0.09625668449197965,2.0,1.0,5.0,0.0,0.0,0.0,5.656668333333334,6.867331666666666
guanyinya_2023-05-26-birdnet-09_08_13,14.0,1.0,0.2106633333333332,4.746910552382161,,0.0,0.0,1.0,0.0,0.0,0.0,1.0780016666666667,1.288665
guanyinya_2023-05-26-birdnet-09_31_13,10.0,1.0,0.16666333333333938,6.0001200023998305,,0.0,0.0,0.0,0.0,0.0,0.0,20.370001666666663,20.536665000000003
guanyinya_2023-05-26-birdnet-09_32_43,8.0,1.0,0.14532999999999974,6.8808917635725715,,0.0,0.0,0.0,0.0,0.0,0.0,1.0366683333333335,1.1819983333333333
guanyinya_2023-05-26-birdnet-09_43_14,11.0,3.0,0.7333299999999996,4.090927686034939,0.17381489841986503,0.0,0.0,1.0,0.0,0.0,0.0,4.046001666666667,4.779331666666667
guanyinya_2023-05-26-birdnet-09_43_44,9.0,2.0,0.5573299999999968,3.5885382089606006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.968668333333333,26.52599833333333
guanyinya_2023-05-26-birdnet-09_44_14,16.0,5.0,1.981329999999998,2.5235574084074863,0.23791920225944568,0.0,0.0,0.0,0.0,0.0,0.0,11.122001666666668,13.103331666666666
guanyinya_2023-05-26-birdnet-09_44_44,15.0,2.0,0.9066633333333325,2.205890462832586,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.243335,13.149998333333333
guanyinya_2023-05-26-birdnet-09_45_13,11.0,1.0,0.21733000000000008,4.601297565913586,,0.0,0.0,0.0,0.0,0.0,0.0,0.4806683333333333,0.6979983333333334
guanyinya_2023-05-26-birdnet-09_45_44,11.0,1.0,0.4546633333333333,2.1994296145866175,,0.0,0.0,1.0,0.0,0.0,0.0,0.5540016666666666,1.008665
guanyinya_2023-05-26-birdnet-10_14_14,2.0,1.0,0.3746633333333378,2.6690628920185806,,0.0,0.0,0.0,0.0,0.0,0.0,27.46066833333333,27.83533166666667
guanyinya_2023-05-26-birdnet-10_14_44,21.0,2.0,0.6933300000000013,2.8846292530252495,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.254001666666667,9.947331666666669
guanyinya_2023-05-26-birdnet-10_15_14,21.0,1.0,0.17332999999999998,5.769341718109964,,0.0,0.0,0.0,0.0,0.0,0.0,0.0086683333333333,0.1819983333333333
guanyinya_2023-05-26-birdnet-10_15_44,19.0,2.0,0.6479966666666677,3.0864356298129056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.183335,11.831331666666667
guanyinya_2023-05-26-birdnet-10_16_14,11.0,1.0,0.25333000000000006,3.94742036079422,,0.0,0.0,0.0,0.0,0.0,0.0,0.5340016666666666,0.7873316666666667
guanyinya_2023-05-26-birdnet-10_35_14,16.0,2.0,0.6466633333333363,3.092799447419818,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.648668333333333,21.29533166666667
guanyinya_2023-05-26-birdnet-10_35_44,17.0,2.0,0.505329999999999,3.9578097480854177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.900668333333334,5.405998333333333
guanyinya_2023-05-26-birdnet-10_36_14,16.0,2.0,0.7199966666666704,2.7777906379196056,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.46066833333333,28.180665
guanyinya_2023-05-26-birdnet-10_36_44,10.0,2.0,0.6759966666666681,2.9585944703869282,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.860668333333331,10.536665
guanyinya_2023-05-26-birdnet-10_37_14,25.0,2.0,0.9426633333333321,2.1216482377943375,0.0,1.0,1.0,3.0,0.0,0.0,0.0,11.738001666666667,12.680665
guanyinya_2023-05-26-birdnet-10_37_44,17.0,2.0,0.6839966666666726,2.9239908576552263,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.59266833333333,21.276665
guanyinya_2023-05-26-birdnet-10_42_44,10.0,1.0,0.21866333333333343,4.5732404457385,,1.0,1.0,4.0,0.0,0.0,0.0,0.4006683333333333,0.6193316666666667
guanyinya_2023-05-26-birdnet-11_08_44,8.0,3.0,1.0839966666666676,2.7675361855356235,0.04072398190044598,1.0,1.0,3.0,1.0,0.3333333333333333,1.0,20.507335,21.59133166666667
guanyinya_2023-05-26-birdnet-11_09_14,13.0,1.0,0.1586633333333327,6.302653417088619,,0.0,0.0,1.0,0.0,0.0,0.0,1.727335,1.8859983333333328
guanyinya_2023-05-26-birdnet-11_09_44,20.0,1.0,0.16133000000000014,6.1984751751069185,,0.0,0.0,2.0,0.0,0.0,0.0,0.3513349999999999,0.512665
guanyinya_2023-05-26-birdnet-11_10_14,11.0,1.0,0.1559966666666667,6.410393384474026,,0.0,0.0,2.0,0.0,0.0,0.0,0.0086683333333333,0.164665
guanyinya_2023-05-26-birdnet-11_27_44,1.0,1.0,0.19333000000000666,5.172502974189032,,0.0,0.0,0.0,0.0,0.0,0.0,24.410001666666663,24.60333166666667
guanyinya_2023-05-26-birdnet-11_50_45,4.0,1.0,0.11199666666666719,8.928837167772809,,0.0,0.0,0.0,0.0,0.0,0.0,2.712668333333333,2.824665
guanyinya_2023-05-26-birdnet-12_56_45,3.0,1.0,0.1719966666666667,5.814066164072947,,0.0,0.0,0.0,0.0,0.0,0.0,0.8566683333333333,1.028665
guanyinya_2023-05-26-birdnet-17_38_48,6.0,2.0,0.6186633333333336,3.2327760386640003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3166683333333333,3.935331666666667
guanyinya_2023-05-26-birdnet-17_40_18,21.0,1.0,0.21599666666666678,4.629701075633881,,1.0,1.0,4.0,0.0,0.0,0.0,0.4740016666666666,0.6899983333333334
guanyinya_2023-05-26-birdnet-17_40_48,15.0,1.0,0.15333000000000008,6.521880910454572,,0.0,0.0,3.0,1.0,0.3333333333333333,1.0,0.4086683333333333,0.5619983333333334
guanyinya_2023-05-26-birdnet-18_11_48,4.0,1.0,0.13466333333333314,7.425926384316455,,0.0,0.0,0.0,0.0,0.0,0.0,7.379335,7.513998333333333
guanyinya_2023-05-26-birdnet-18_12_18,5.0,1.0,0.13866333333333314,7.211711819995683,,0.0,0.0,0.0,0.0,0.0,0.0,1.5126683333333335,1.6513316666666666
guanyinya_2023-05-27-birdnet-06_56_55,3.0,1.0,0.21199666666666417,4.717055299611685,,0.0,0.0,0.0,0.0,0.0,0.0,22.326001666666667,22.53799833333333
guanyinya_2023-05-27-birdnet-07_36_55,6.0,1.0,0.19733000000000445,5.067653169816944,,0.0,0.0,2.0,0.0,0.0,0.0,16.707334999999997,16.904665
guanyinya_2023-05-27-birdnet-07_37_25,25.0,1.0,0.17866333333333329,5.597119349241592,,0.0,0.0,14.0,0.0,0.0,0.0,0.0086683333333333,0.1873316666666666
guanyinya_2023-05-27-birdnet-07_39_25,8.0,1.0,0.19466333333333452,5.137074264970259,,0.0,0.0,6.0,0.0,0.0,0.0,15.536668333333331,15.731331666666666
guanyinya_2023-05-27-birdnet-07_39_55,20.0,1.0,0.23199666666666674,4.3104067587177965,,0.0,0.0,14.0,3.0,0.21428571428571427,1.0,0.611335,0.8433316666666667
guanyinya_2023-05-27-birdnet-07_40_25,17.0,1.0,0.26266333333333325,3.8071549131334166,,1.0,1.0,11.0,1.0,0.09090909090909091,1.0,0.187335,0.4499983333333333
guanyinya_2023-05-27-birdnet-07_40_55,18.0,1.0,0.2853300000000001,3.504713840114954,,0.0,0.0,8.0,0.0,0.0,0.0,0.1740016666666666,0.4593316666666667
guanyinya_2023-05-27-birdnet-14_19_59,8.0,1.0,0.20933000000000002,4.777146132900205,,0.0,0.0,0.0,0.0,0.0,0.0,1.647335,1.856665
guanyinya_2023-05-27-birdnet-14_22_59,5.0,2.0,0.68933,2.901367995009647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.251335,7.940665
guanyinya_2023-05-27-birdnet-15_47_29,5.0,1.0,0.20133000000000223,4.966969651815372,,0.0,0.0,0.0,0.0,0.0,0.0,21.55666833333333,21.757998333333333
guanyinya_2023-05-27-birdnet-15_48_29,4.0,1.0,0.1039966666666663,9.615692810667044,,0.0,0.0,0.0,0.0,0.0,0.0,5.3500016666666665,5.453998333333333
guanyinya_2023-05-27-birdnet-16_11_29,13.0,1.0,0.15733000000000041,6.356066865823411,,0.0,0.0,0.0,0.0,0.0,0.0,2.431335,2.588665
guanyinya_2023-06-02-birdnet-09_35_50,1.0,1.0,0.1466633333333327,6.818336780381402,,0.0,0.0,0.0,0.0,0.0,0.0,11.619335,11.765998333333332
guanyinya_2023-06-02-birdnet-09_45_20,2.0,1.0,0.4426633333333321,2.259053155520756,,0.0,0.0,0.0,0.0,0.0,0.0,12.142001666666667,12.584665
guanyinya_2023-06-02-birdnet-10_17_19,1.0,1.0,0.38532999999999795,2.595178158980628,,0.0,0.0,0.0,0.0,0.0,0.0,12.572668333333334,12.957998333333332
guanyinya_2023-06-02-birdnet-10_41_18,3.0,1.0,0.8413299999999997,1.188594249581021,,0.0,0.0,0.0,0.0,0.0,0.0,1.746001666666667,2.5873316666666666
guanyinya_2023-06-02-birdnet-10_47_48,3.0,1.0,0.17866333333333273,5.597119349241609,,0.0,0.0,0.0,0.0,0.0,0.0,5.996668333333334,6.175331666666667
guanyinya_2023-06-02-birdnet-11_10_18,3.0,1.0,0.1999966666666637,5.000083334722319,,0.0,0.0,0.0,0.0,0.0,0.0,12.510001666666668,12.709998333333331
guanyinya_2023-06-02-birdnet-11_10_48,4.0,1.0,0.23866333333333145,4.1900026536683805,,0.0,0.0,0.0,0.0,0.0,0.0,11.503335,11.741998333333331
guanyinya_2023-06-02-birdnet-11_11_18,8.0,1.0,0.23999666666666641,4.166724537840808,,0.0,0.0,1.0,0.0,0.0,0.0,1.0993350000000002,1.3393316666666666
guanyinya_2023-06-02-birdnet-11_11_48,1.0,1.0,0.4493299999999998,2.2255357977433077,,0.0,0.0,0.0,0.0,0.0,0.0,23.671335,24.120665
guanyinya_2023-06-02-birdnet-11_12_48,1.0,1.0,0.17732999999999954,5.639203744431301,,0.0,0.0,0.0,0.0,0.0,0.0,5.122001666666667,5.299331666666666
guanyinya_2023-06-02-birdnet-11_13_48,7.0,1.0,0.23466333333333333,4.261424167956931,,0.0,0.0,1.0,0.0,0.0,0.0,0.9846683333333331,1.2193316666666665
guanyinya_2023-06-02-birdnet-11_14_18,13.0,1.0,0.21466333333333332,4.658457429463191,,0.0,0.0,2.0,0.0,0.0,0.0,0.6886683333333333,0.9033316666666666
guanyinya_2023-06-02-birdnet-11_14_48,16.0,1.0,0.20133,4.966969651815427,,0.0,0.0,2.0,0.0,0.0,0.0,0.215335,0.416665
guanyinya_2023-06-02-birdnet-11_15_48,6.0,1.0,0.23999666666666641,4.166724537840808,,0.0,0.0,0.0,0.0,0.0,0.0,1.1780016666666668,1.4179983333333332
guanyinya_2023-06-02-birdnet-11_20_48,4.0,2.0,1.0439966666666667,1.9157149288471547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.176668333333334,12.220665
guanyinya_2023-06-02-birdnet-12_49_16,1.0,1.0,0.238663333333333,4.190002653668353,,0.0,0.0,0.0,0.0,0.0,0.0,1.1780016666666668,1.4166649999999998
guanyinya_2023-06-02-birdnet-13_59_14,16.0,3.0,1.642663333333335,1.8263024072694936,0.4676524953789327,1.0,1.0,3.0,0.0,0.0,0.0,18.308668333333333,19.95133166666667
guanyinya_2023-06-02-birdnet-13_59_44,9.0,3.0,2.249329999999997,1.3337304886343953,0.25572519083969564,0.0,0.0,0.0,0.0,0.0,0.0,9.492668333333334,11.741998333333331
guanyinya_2023-06-02-birdnet-14_44_13,11.0,1.0,0.7959966666666666,1.2562866678671185,,0.0,0.0,0.0,0.0,0.0,0.0,0.5780016666666666,1.3739983333333332
guanyinya_2023-06-02-birdnet-14_47_43,7.0,3.0,1.9866633333333334,1.5100696477678652,0.42462845010615696,0.0,0.0,1.0,0.0,0.0,0.0,4.354001666666667,6.340665
guanyinya_2023-06-02-birdnet-17_48_09,2.0,1.0,0.1479966666666659,6.756908939390562,,0.0,0.0,0.0,0.0,0.0,0.0,11.807335,11.955331666666666
guanyinya_2023-06-02-birdnet-17_49_39,3.0,1.0,0.15599666666667034,6.410393384473877,,0.0,0.0,0.0,0.0,0.0,0.0,16.370001666666663,16.525998333333334
guanyinya_2023-06-02-birdnet-17_50_39,1.0,1.0,0.13999666666666588,7.143027214933729,,0.0,0.0,0.0,0.0,0.0,0.0,4.854001666666667,4.993998333333333
guanyinya_2023-06-02-birdnet-20_05_36,4.0,1.0,0.1479966666666641,6.756908939390644,,0.0,0.0,0.0,0.0,0.0,0.0,11.738001666666667,11.885998333333331
guanyinya_2023-06-02-birdnet-20_14_06,3.0,1.0,0.1746633333333335,5.725300101146963,,0.0,0.0,0.0,0.0,0.0,0.0,0.4193349999999999,0.5939983333333334
guanyinya_2023-06-03-birdnet-05_25_54,1.0,1.0,0.7346633333333319,1.3611677003979175,,0.0,0.0,0.0,0.0,0.0,0.0,7.983335,8.717998333333332
guanyinya_2023-06-03-birdnet-05_26_24,1.0,1.0,0.4653300000000016,2.1490125287430355,,0.0,0.0,0.0,0.0,0.0,0.0,19.01666833333333,19.481998333333333
guanyinya_2023-06-03-birdnet-05_36_24,1.0,1.0,0.9906633333333339,1.0094246615903817,,0.0,0.0,0.0,0.0,0.0,0.0,25.407335,26.397998333333334
guanyinya_2023-06-03-birdnet-05_36_54,1.0,1.0,0.21333000000000268,4.687573243331868,,0.0,0.0,0.0,0.0,0.0,0.0,16.922001666666667,17.13533166666667
guanyinya_2023-06-03-birdnet-05_41_24,6.0,4.0,3.1386633333333327,1.2744278615419093,0.37218382970603603,0.0,0.0,0.0,0.0,0.0,0.0,7.364668333333333,10.503331666666666
guanyinya_2023-06-03-birdnet-05_55_54,6.0,2.0,0.8626633333333373,2.3184015394186113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.94066833333333,24.80333166666667
guanyinya_2023-06-03-birdnet-06_00_24,19.0,3.0,2.3146633333333355,1.2960848157903442,0.31024318349299723,0.0,0.0,0.0,0.0,0.0,0.0,20.990001666666664,23.304665
guanyinya_2023-06-03-birdnet-06_00_54,18.0,3.0,1.3133299999999997,2.2842697570298407,0.011061946902655119,0.0,0.0,0.0,0.0,0.0,0.0,3.043335,4.356665
guanyinya_2023-06-03-birdnet-06_01_24,1.0,1.0,0.3413300000000028,2.929716110508868,,0.0,0.0,0.0,0.0,0.0,0.0,20.502001666666665,20.843331666666668
guanyinya_2023-06-03-birdnet-06_33_53,2.0,1.0,0.40266333333333293,2.4834642670883063,,0.0,0.0,0.0,0.0,0.0,0.0,22.642001666666665,23.044665
guanyinya_2023-06-03-birdnet-07_21_52,2.0,1.0,0.5293300000000016,1.8891806623467344,,0.0,0.0,0.0,0.0,0.0,0.0,20.306001666666667,20.83533166666667
guanyinya_2023-06-03-birdnet-07_40_52,3.0,1.0,0.5733300000000001,1.7441961871871345,,0.0,0.0,0.0,0.0,0.0,0.0,1.051335,1.624665
guanyinya_2023-06-03-birdnet-07_56_51,2.0,1.0,0.6906633333333336,1.4478834357308668,,0.0,0.0,0.0,0.0,0.0,0.0,2.8206683333333333,3.511331666666667
guanyinya_2023-06-03-birdnet-07_57_21,7.0,2.0,1.5026633333333335,1.330970121939046,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.3980016666666666,3.900665
guanyinya_2023-06-03-birdnet-08_00_51,9.0,3.0,1.618663333333334,1.8533810819215024,0.2416851441241687,0.0,0.0,0.0,0.0,0.0,0.0,25.715335,27.333998333333334
guanyinya_2023-06-03-birdnet-08_05_51,5.0,4.0,2.215996666666669,1.805056866812373,0.06790086759273103,0.0,0.0,0.0,0.0,0.0,0.0,20.89666833333333,23.112665
guanyinya_2023-06-03-birdnet-08_31_20,4.0,2.0,1.5826633333333326,1.2636926362523937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.859335,12.441998333333332
guanyinya_2023-06-03-birdnet-08_31_50,11.0,1.0,0.14132999999999996,7.075638576381521,,0.0,0.0,0.0,0.0,0.0,0.0,11.835335,11.976665
guanyinya_2023-06-03-birdnet-08_35_50,7.0,1.0,0.4053299999999993,2.4671255520193465,,0.0,0.0,0.0,0.0,0.0,0.0,4.498001666666667,4.903331666666666
guanyinya_2023-06-03-birdnet-08_36_20,3.0,1.0,0.5333300000000001,1.8750117188232425,,0.0,0.0,0.0,0.0,0.0,0.0,0.1900016666666666,0.7233316666666667
guanyinya_2023-06-03-birdnet-08_36_50,4.0,1.0,0.8426633333333307,1.1867135550378005,,0.0,0.0,0.0,0.0,0.0,0.0,12.066001666666669,12.908665
guanyinya_2023-06-03-birdnet-08_37_20,2.0,1.0,0.5919966666666667,1.689198700443133,,0.0,0.0,0.0,0.0,0.0,0.0,2.8206683333333333,3.412665
guanyinya_2023-06-03-birdnet-08_40_20,1.0,1.0,0.4719966666666693,2.1186590300778843,,0.0,0.0,0.0,0.0,0.0,0.0,23.60066833333333,24.072665
guanyinya_2023-06-03-birdnet-08_56_50,4.0,1.0,0.24666333333333412,4.054108839308626,,0.0,0.0,0.0,0.0,0.0,0.0,12.968668333333332,13.215331666666666
guanyinya_2023-06-03-birdnet-08_59_20,1.0,1.0,0.5346633333333326,1.8703358499741296,,0.0,0.0,0.0,0.0,0.0,0.0,8.860668333333333,9.395331666666666
guanyinya_2023-06-03-birdnet-09_55_49,1.0,1.0,0.12799666666666631,7.812703455819183,,0.0,0.0,0.0,0.0,0.0,0.0,8.908668333333333,9.036665
guanyinya_2023-06-03-birdnet-10_18_18,3.0,1.0,0.1733299999999991,5.7693417181099935,,0.0,0.0,1.0,0.0,0.0,0.0,5.054001666666667,5.227331666666666
guanyinya_2023-06-03-birdnet-10_34_48,2.0,1.0,0.685330000000004,1.4591510659098452,,0.0,0.0,0.0,0.0,0.0,0.0,22.450001666666665,23.13533166666667
guanyinya_2023-06-03-birdnet-10_49_18,7.0,2.0,0.533330000000003,3.7500234376464645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.159335,21.692665
guanyinya_2023-06-03-birdnet-11_09_47,1.0,1.0,0.9719966666666657,1.0288101125175337,,0.0,0.0,0.0,0.0,0.0,0.0,13.239335,14.211331666666666
guanyinya_2023-06-03-birdnet-11_30_17,2.0,2.0,0.8093300000000028,2.471179864826453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.727335,26.536665000000003
guanyinya_2023-06-03-birdnet-13_48_44,1.0,1.0,0.14266333333333847,7.009509567980308,,0.0,0.0,0.0,0.0,0.0,0.0,21.958001666666664,22.100665000000003
guanyinya_2023-06-03-birdnet-15_14_42,7.0,3.0,1.5759966666666658,1.9035573256288623,0.22696011004126504,0.0,0.0,0.0,0.0,0.0,0.0,7.670001666666667,9.245998333333333
guanyinya_2023-06-03-birdnet-15_26_12,1.0,1.0,0.3666633333333351,2.72729752088654,,0.0,0.0,0.0,0.0,0.0,0.0,22.69666833333333,23.063331666666667
guanyinya_2023-06-03-birdnet-16_39_40,4.0,3.0,1.6626633333333334,1.804334010292723,0.5697115384615387,0.0,0.0,0.0,0.0,0.0,0.0,0.039335,1.7019983333333333
guanyinya_2023-06-04-birdnet-05_18_24,6.0,1.0,0.2346633333333319,4.2614241679569576,,0.0,0.0,1.0,0.0,0.0,0.0,9.156668333333334,9.391331666666666
guanyinya_2023-06-04-birdnet-05_18_54,2.0,1.0,0.2773300000000001,3.6058125698626173,,1.0,1.0,1.0,0.0,0.0,0.0,6.8420016666666665,7.119331666666667
guanyinya_2023-06-04-birdnet-05_19_24,5.0,1.0,0.3106633333333333,3.2189186579255145,,1.0,1.0,2.0,0.0,0.0,0.0,5.091335,5.401998333333333
guanyinya_2023-06-04-birdnet-05_19_54,4.0,1.0,0.41599666666666657,2.4038654155882666,,1.0,1.0,2.0,0.0,0.0,0.0,12.498001666666667,12.913998333333334
guanyinya_2023-06-04-birdnet-05_20_24,7.0,1.0,0.1559966666666667,6.410393384474026,,0.0,0.0,1.0,0.0,0.0,0.0,0.0086683333333333,0.164665
guanyinya_2023-06-04-birdnet-05_25_24,1.0,1.0,0.9813299999999989,1.0190252004932092,,0.0,0.0,0.0,0.0,0.0,0.0,4.140668333333334,5.121998333333333
guanyinya_2023-06-04-birdnet-05_25_54,3.0,1.0,0.5813300000000006,1.7201933497325081,,0.0,0.0,0.0,0.0,0.0,0.0,1.9646683333333328,2.5459983333333334
guanyinya_2023-06-04-birdnet-05_28_54,3.0,1.0,0.7639966666666668,1.3089062343203939,,0.0,0.0,0.0,0.0,0.0,0.0,0.0086683333333333,0.772665
guanyinya_2023-06-04-birdnet-05_29_24,3.0,1.0,0.44266333333333385,2.2590531555207467,,0.0,0.0,0.0,0.0,0.0,0.0,8.244668333333333,8.687331666666667
guanyinya_2023-06-04-birdnet-05_29_54,1.0,1.0,0.37599666666666565,2.659598046081976,,0.0,0.0,0.0,0.0,0.0,0.0,29.615335,29.991331666666667
guanyinya_2023-06-04-birdnet-05_39_24,9.0,3.0,2.555996666666669,1.1737104508482656,0.17041334300217492,0.0,0.0,0.0,0.0,0.0,0.0,14.067335,16.62333166666667
guanyinya_2023-06-04-birdnet-05_39_54,5.0,1.0,0.5759966666666672,1.7361211581085525,,0.0,0.0,0.0,0.0,0.0,0.0,3.3300016666666665,3.9059983333333337
guanyinya_2023-06-04-birdnet-05_40_23,5.0,1.0,0.1999966666666655,5.000083334722275,,0.0,0.0,0.0,0.0,0.0,0.0,4.498001666666667,4.697998333333333
guanyinya_2023-06-04-birdnet-05_40_53,15.0,2.0,0.6333300000000044,3.157911357428175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.142001666666665,22.77533166666667
guanyinya_2023-06-04-birdnet-05_41_23,19.0,1.0,0.26133000000000006,3.8265794206558748,,0.0,0.0,0.0,0.0,0.0,0.0,0.5566683333333333,0.8179983333333334
guanyinya_2023-06-04-birdnet-06_02_23,6.0,1.0,0.34266333333333776,2.918316326034262,,0.0,0.0,0.0,0.0,0.0,0.0,16.690001666666664,17.032665
guanyinya_2023-06-04-birdnet-06_03_53,4.0,2.0,0.6679966666666637,2.994026916301991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.994001666666668,14.661998333333331
guanyinya_2023-06-04-birdnet-06_12_53,1.0,1.0,0.630663333333338,1.5856320593660524,,0.0,0.0,0.0,0.0,0.0,0.0,26.435335,27.065998333333336
guanyinya_2023-06-04-birdnet-06_40_52,5.0,1.0,0.38533000000000006,2.5951781589806138,,0.0,0.0,0.0,0.0,0.0,0.0,0.5006683333333333,0.8859983333333333
guanyinya_2023-06-04-birdnet-06_55_22,2.0,1.0,0.19332999999999956,5.172502974189222,,0.0,0.0,0.0,0.0,0.0,0.0,6.704668333333333,6.897998333333333
guanyinya_2023-06-04-birdnet-07_54_21,7.0,2.0,0.9319966666666657,2.1459304217826265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.136668333333334,7.068664999999999
guanyinya_2023-06-04-birdnet-07_54_51,5.0,1.0,0.1906633333333333,5.244846937883531,,0.0,0.0,0.0,0.0,0.0,0.0,0.0086683333333333,0.1993316666666666
guanyinya_2023-06-04-birdnet-08_00_21,1.0,1.0,0.2493300000000005,4.010748806802222,,1.0,1.0,1.0,0.0,0.0,0.0,28.919335,29.168665
guanyinya_2023-06-04-birdnet-08_01_50,2.0,1.0,0.5173300000000047,1.933002145632364,,0.0,0.0,0.0,0.0,0.0,0.0,18.158001666666664,18.67533166666667
guanyinya_2023-06-04-birdnet-08_13_20,3.0,1.0,0.18933,5.2817831299846825,,0.0,0.0,0.0,0.0,0.0,0.0,14.938001666666668,15.127331666666668
guanyinya_2023-06-04-birdnet-09_05_19,2.0,2.0,1.3413300000000028,1.4910573833433949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.646001666666667,24.98733166666667
guanyinya_2023-06-04-birdnet-10_06_18,2.0,2.0,0.8399966666666643,2.3809618292136148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.890001666666667,21.72999833333333
guanyinya_2023-06-04-birdnet-10_24_47,2.0,1.0,0.17733000000000132,5.639203744431244,,0.0,0.0,0.0,0.0,0.0,0.0,22.94866833333333,23.12599833333333
guanyinya_2023-06-04-birdnet-10_29_47,4.0,2.0,0.7013300000000022,2.851724580440012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.58866833333333,29.289998333333333
